0.psd_delta,0.psd_alpha,0.psd_gamma,1.psd_delta,1.psd_theta,2.psd_delta,2.psd_theta,2.psd_alpha,2.psd_beta,2.psd_gamma,2.spectral_entropy_value,2.delta_rel_power,2.beta_rel_power,3.psd_delta,3.psd_theta,3.psd_beta,3.psd_gamma,3.spectral_entropy_value,3.delta_rel_power,3.beta_rel_power,4.psd_delta,4.psd_theta,4.psd_alpha,Stress_level
13032.696848658508,3997.5550739692753,1469.354777007664,8588.838273941998,11690.274344750816,7478.199954102962,12772.385290143511,6504.055102024508,3623.255570565087,2236.6547366314308,4.763267458627789,0.1253181859641138,0.430767611133324,8473.257572518003,8679.466438118474,3897.507926663077,1626.3819555081582,4.959753017816995,0.1411833264891088,0.4863972325354862,10746.273370495195,8753.458992138581,2893.546440695353,1
22214.84685527173,5410.710269123122,1049.4365311834897,17717.497328171215,5829.470914164672,15535.891787838298,3988.236060194354,2431.5245888122167,4537.26639896049,1182.714046026418,4.714015057358494,0.2401038269152922,0.432283656181731,17282.727029236426,7578.328601563395,4138.212483912891,1242.0367992707818,4.708244806078117,0.2544656238357012,0.3417271970335621,20743.146623864737,11841.163923218332,4381.595588301344,1
12930.040392540071,5191.732530623664,1240.471936654992,8453.271868004871,8174.717568756018,8363.951125914595,7654.423940574367,2208.082466951297,2197.753419880353,693.6238032485708,4.623450733641285,0.2492322279971693,0.4201853303396246,9190.81736094697,9390.000546642534,2086.471751013189,843.985275759408,4.615382598276889,0.2760725484743922,0.344127192007476,10238.974690869456,9865.48531809614,4923.591192363242,1
10137.86159554561,5523.853385804713,753.0526186398488,8322.638162043728,6217.611261894454,7721.8011297936355,5965.3493340120085,3147.756496406877,3524.3482075041925,597.9168774273357,4.652982755452533,0.2192114077869169,0.3524325370234415,8121.390819548968,6367.765233149376,3692.712891448082,499.1995366411595,4.845364151816479,0.1810067559626478,0.3582307128705962,12606.167532298135,9454.394022712284,6949.679701162226,1
15778.064344225391,5567.108003813726,1848.9097069853904,4795.047910455178,7411.953613291618,5308.087618852747,6827.255393882731,4386.921842852857,3156.996465664445,971.527605265996,4.80650709584569,0.0869849972520157,0.3419947516523566,10148.515589316,11358.13102177717,2311.3479790593688,1206.7040180998026,4.847504641008264,0.0945381274605247,0.2406608975582119,12905.35400824067,13556.03965405596,6257.885085249708,1
27565.2445560832,16178.188698884316,4618.310401698119,33971.992221594344,27430.83783067444,27035.37227849873,26032.5937845329,13933.588480052676,9115.734049292783,5940.699728265232,4.655767664128515,0.1392841157226376,0.2387979570775847,14463.983527019056,23511.385858997404,10173.10333758168,7169.731720342513,4.607302481391012,0.0948659531555533,0.3427879702469244,11619.010470815372,23001.19559787819,9921.14669180742,1
25918.677311310457,8410.058180854567,2774.433313746235,29629.655824136684,32711.742557477875,23423.11723421385,30439.929809470126,13890.276213819949,8833.167499599725,6715.027882693705,4.990223323670231,0.0612320253346837,0.387606470299734,24944.27805697434,41472.30130197668,9348.072543044473,6996.963404522109,4.792431282015626,0.0386588854264255,0.2501733983664482,16140.23739963318,37198.56379624741,9297.197574115782,1
20835.691192463844,25275.54000545725,2767.931909352222,22004.356466571982,20648.74616264114,23588.288844046776,16526.855238517095,22712.50685460291,12240.379715318151,6001.503574738458,4.692788570030234,0.070289694663529,0.3403256437509287,29903.185308603024,32836.663545160845,13913.492345033088,6279.529805535104,4.871204391816482,0.0721483827585167,0.4240014670529108,20659.93825399293,34606.11546043765,9685.061951295722,1
13161.685643100996,17309.224808458206,5977.98082896279,9583.59185487859,29554.833678259973,10531.89958892854,22072.656669816257,11808.228767142602,18203.28311846162,7462.317758326615,4.906786448599109,0.0990363454621608,0.4926695264772215,14629.019118812515,24622.94959992788,18229.791189264124,9653.364622774528,4.957887754246642,0.1199483732048024,0.4523917689772831,11972.50257864454,20257.86907432308,9408.9732253627,1
22340.383490275344,9979.918205138943,6082.080104895388,13791.403192397096,9101.815202817475,14322.519410661604,10539.999222713754,9469.710023589403,13790.461211958209,11734.200061673926,4.550766581886155,0.0860726260723693,0.3962412307260847,27371.89355195128,19210.07641548781,13241.230932940349,11074.951680256863,4.618343844784146,0.1205999395903435,0.3799065217715156,23886.00266094042,16080.43450393366,11044.436710298032,1
45041.42852644967,20041.11911402745,4776.657055921127,55716.67242408887,25812.19190280069,51827.55926973091,22931.525748997483,12523.363069109597,13886.464320885336,6608.390712571388,4.718047133277227,0.1800219715112665,0.4341525235860122,37151.79667506426,22538.90394654111,13834.924622636245,9778.72323449858,4.807966605745759,0.111743164494405,0.4065943636576574,31183.642222323066,18462.84396662862,15540.201350502322,1
53123.134499617954,21562.613531688112,8236.31177057979,61980.1843802411,22545.52432421996,61925.71073129056,23249.964375406147,27682.79042324872,16297.150316441755,13102.224353409936,4.918972890276427,0.2057168942717394,0.3716052024486042,48199.64273871166,15292.344786808488,15798.682346166794,12507.770454576808,4.622894162038064,0.1984525475405708,0.4127977740981438,35693.06606215,16306.539646584692,13530.819281225851,1
21652.47238712897,21528.94536488456,9815.115539613184,31565.9693079171,33246.69626052683,35614.29032742267,33109.71002465336,16292.81783466984,15540.026284412805,12838.859809543308,4.852723803430658,0.1439989360499536,0.2888626439112959,23565.622005100257,23374.7129533111,13956.390735087758,14192.617944353136,4.847153907480196,0.1221757786279815,0.2402655731559881,19893.362960397088,19192.55753786309,15801.44589279601,1
39965.35760263924,16397.98908610205,9602.176027687952,27805.34864301926,19598.97255908413,24837.72955614404,16302.380041832026,14301.605498166202,18599.518390975576,9482.800235086546,4.969281931668505,0.1486431810477938,0.4602851143944956,27758.962834050428,10081.103259908656,15878.83517513142,8187.236736762269,5.003656826605776,0.1110183164712765,0.435299314528952,35954.06956643735,14015.15281888992,16221.56759116399,1
27029.89768082779,30544.368669873787,8522.309566323152,46042.06012343045,23324.716948444497,42391.05308502502,26428.056380957936,13638.54841294736,17913.36305979217,9772.16653272137,4.858278276457853,0.1902724100404243,0.4210711036679512,25957.317293681,23757.778773851103,16113.103811757856,10550.64041692672,4.916189117432444,0.150342197644918,0.3844385131568923,17996.626120857265,24149.14051822373,25139.06647108596,1
66867.92385440228,23358.569428023795,7517.965991166042,68900.30111137511,16067.81328938661,60438.85065488825,14747.93357122505,25418.78817876468,13769.216689743214,8636.592653548229,4.466200686015983,0.3150206301663457,0.1984940458514077,42948.15718941856,16816.194478919537,12278.495269082872,8417.972051028615,4.493207198961957,0.2296415150702717,0.1974180277442068,41008.996332298826,17493.160342800955,21261.11333779436,1
45672.061949090574,18853.90867556005,5136.4089867657385,66988.67975706454,12719.154171925507,67496.88736329925,8347.23584544196,20149.808144312738,24536.9939056727,7638.907522693915,4.872453496184583,0.1484131949173188,0.3731555107314856,37684.64771611236,21019.381747821222,20309.822200851497,6789.701636313464,4.868269578597047,0.1075023971886035,0.3095538666438099,26633.277257999507,28881.28020644,16842.642360603884,1
26966.418048632444,22103.69269625256,8637.271486056949,31181.029127583704,16027.534170591074,27208.977626285254,18197.27153313114,19455.26736480059,14405.087577568722,13706.433194519315,4.695946184730516,0.0216539591682657,0.4659611287238028,18590.931185960253,16663.81825579246,15346.088036394474,13488.331185101091,4.732837561045154,0.016487482425221,0.4927506162887438,13257.62369974421,15291.275971872345,15551.719424399926,1
21814.19143941321,30344.08263188001,10505.33706856746,24178.014631698345,35047.83682233013,22586.5853382918,29410.049265649537,20022.87904909078,19130.115092522265,12184.850123187982,4.843643841436045,0.0277786773982056,0.513236680537839,8850.86950620442,28561.02102574472,17093.894671711547,12061.567053484454,4.843355230982171,0.0263412374949509,0.4357342104221905,11515.642987218216,21173.607770171493,21785.795317377288,1
22475.29758550053,34369.63238773208,3686.092544336989,22285.37660185465,25690.766273501456,20986.984008294025,19975.734765797613,16987.621411464013,12802.23456218933,6155.58067325026,4.978033943365172,0.0481348273860908,0.4777526752124955,18703.64849593156,45176.51126908636,12248.452852777547,5775.594524362384,4.929150295962675,0.0765184645730022,0.4940166211325481,14541.112120218178,50620.04948719636,37894.8368811356,1
45014.04093716914,12649.585059404906,5500.709928848596,48329.53581375285,29422.5776246047,47995.39399836867,29162.379016425035,15908.33584643595,16456.56145804945,7205.190213672809,4.92899737676368,0.221063860506732,0.2674034303089249,35405.02506720392,35882.51226685165,15266.835135966185,8043.780197723419,4.920101533300975,0.198058627496679,0.2535757317079489,30015.849189708417,32026.07959749236,7481.582608471322,1
40294.19038313234,18986.594964027416,4688.227295385544,25912.82635705408,38796.35987554045,25794.969552113947,32997.0115090898,22837.855309161783,26077.44761616209,8646.589540851824,5.011393509789297,0.077917611931781,0.4166473765304847,19364.91005751368,28060.19669274277,24174.72963082471,8300.458280029636,5.034507721350194,0.05200812554866,0.4977410973511984,25910.18660939254,17670.6138179131,13703.77706789844,1
32409.16787346261,16203.1178688759,6053.651630523497,30631.29408753076,33947.014317968846,29761.644584942125,34209.93106548654,26986.91194349624,17488.183831311235,8743.949315433652,4.79036011868992,0.0730855638356973,0.3465667978862706,21808.085766522054,37033.49718508545,17263.098460373356,8393.25512245092,4.584377702301951,0.0842844914552809,0.3265144326951801,22512.526162232443,31084.4045702762,8288.312299141393,1
62987.251192856005,20879.534029907085,10338.736143859824,72295.22618005075,49227.27237101598,71807.2840544481,49658.19720236565,24224.955689256,15550.336831846042,8934.543174118024,4.74520950208646,0.2878813935220599,0.3255071231367201,51598.56022025461,38680.66190393169,13756.288174145846,9106.565188771505,4.531253118664411,0.2620413980981457,0.4440143641711507,42736.96880668022,31346.55853975808,15115.359643592885,1
29678.69373940152,27635.10365527314,5639.182077620611,34274.82613444991,23546.16459393733,33863.24802383906,23629.630872926187,28746.18146721459,16360.803786007107,6060.34123652091,4.758691843141143,0.1290456618975306,0.306248674262834,28386.81992108936,29396.76069608199,15684.299050538522,7417.320167536626,4.880953970532185,0.0828963713913571,0.2928837682963847,21947.67072204354,30331.29271930041,14244.792328053736,1
18716.320948738045,11374.084857323533,6225.321482574487,29537.94490319068,21650.153643251026,35552.14949250821,18300.83596235851,11560.58956181159,13370.843380251226,8440.23467731122,4.794046852270975,0.2115300484444852,0.3688325173825763,26196.588033230462,19285.12351301972,14255.02764587417,10417.547548746714,4.866212840127701,0.1502829654503818,0.3458365056458713,14616.01100624305,27050.61358441818,16803.112404474585,1
52636.37468117194,24576.61056446093,5180.677449256514,61730.65512432326,18309.910512621544,61413.27684196546,24311.77026435177,23511.23626421714,15786.844700832398,5678.391859383559,4.767331147144094,0.2603492251437097,0.3705327202830003,48179.29358914914,24383.87421299454,16424.843170813452,6048.292616780794,4.758093195720239,0.2112082186547938,0.4421188405496061,38847.21891050124,16516.98478640384,24981.88052440395,1
35570.62306627144,14937.504475913483,4280.273996619613,33640.02344736457,24741.668623479043,31072.9749702157,25662.1412750548,15292.18507365186,13486.394268630203,5208.753172995392,4.853330018278567,0.1184129151059758,0.2728947601075432,23993.56873968082,35205.535167980386,12898.23288660605,5571.760258242539,4.763445060777064,0.139822738269371,0.2816951954775145,23317.08185595968,33121.70580539889,15106.56244775064,1
54861.61980922008,12723.235029471034,4800.295581456149,72670.98160592168,30446.652821349137,69136.98357961189,29513.545817670565,12427.07989980847,16477.73696331633,4895.778363582315,4.410919949596289,0.3356835596684338,0.3902298604097484,43812.730826202845,15618.254652652438,17980.819965851046,6301.991005491909,4.592844379377828,0.2695628267466812,0.4664676265804437,33176.51668076969,13285.052396260007,8814.412692542432,1
53935.82353159015,14163.170914169385,11415.957434841006,57581.99498559875,33217.34833101333,43017.41576595436,37645.82120747686,16833.720530519826,7766.206402529954,13530.646330846206,4.771733722426146,0.0972861773645316,0.2643204616002578,36675.52064986764,22491.67078719305,7117.939812386917,15124.264559802696,4.698868384445076,0.1019780518431091,0.2011731839695906,21831.39578561449,20355.55003544316,9667.728539328788,1
20270.73216435836,11015.179440832622,1076.1660067106648,8100.013182031584,6746.207377146787,5264.176594481825,7479.547824283592,6496.743342361465,4408.216351040206,1405.8400555822552,4.84319733125344,0.0757516074491707,0.319190707994869,10054.006422269831,8793.643485128758,3812.7329377871024,1134.7374813840077,4.916550097597575,0.209059217823083,0.3408720075302658,13775.701250191918,12194.128852584105,10146.259103853172,1
24774.61276769977,5651.659832945495,2652.857508087136,20557.03150200425,12629.019325058527,18129.869692688764,12288.745458958483,6869.996082720189,3914.372331957813,1804.5501187800164,4.621168009181331,0.2749006989798581,0.2846734079462509,16660.16234986299,13413.780867475516,3733.351265930631,1694.995171475299,4.639709229558833,0.26458316224423,0.2850649922260016,18254.526061305914,12028.550334359928,4562.945865278099,1
18464.73571245509,11366.892865544369,2317.3713682682173,15336.728636604998,4521.628658989801,15038.164795041916,3567.4553199031216,4606.379077468692,5102.329705264375,2142.045436795661,4.692999097413546,0.2475389139720308,0.4365833781076552,15526.881195073409,5990.758892321314,4557.186930529517,2333.86423669908,4.784715398146877,0.2111565266601387,0.3686878145914994,16254.51743172111,7359.202322833566,8081.291615958344,1
4830.98001738378,8280.611403455014,2290.8957005177112,9946.901233556637,6311.321561247823,9567.257756657902,5892.079967727957,5346.27269951033,7031.8122367219785,1753.6819319268905,4.968965009337235,0.1145873852743755,0.4712756261518372,5780.358275330939,10294.944766204844,8347.055319642028,1566.4553665818698,4.778578538799477,0.0537332426795719,0.6039963246885921,4420.777547669062,14679.561841475,7594.251784300082,1
15818.836260233098,6259.879592490807,2027.4126626966704,14878.716596992192,5525.958200758373,13353.668776070252,5965.421635247378,8828.670809073074,5905.789146927919,1617.2859511316751,4.745932922413669,0.2595273119378048,0.4639899065458518,12900.456579879554,8843.87882551953,5456.140473364416,1656.8427870047249,4.6290100066434166,0.2796945555202756,0.4818148446768376,15409.754636601903,8962.554885424122,4785.583002119147,1
18034.30006732125,7247.619157040807,1453.0497870669435,15007.324681648086,8171.316155187565,11510.607683703432,8266.705520702073,5288.487384108125,4472.510112955898,1647.0979820437,4.919611603465078,0.1206040800004837,0.4136296939911044,12733.075737797328,8699.743386577084,4360.099568688623,1119.3563552811902,4.730113685875463,0.1960275927300094,0.3121875165973455,11552.69275960804,7703.818419568852,11550.433513495422,1
18164.727608551024,5471.700286362136,2241.1221783096184,13824.17738215243,4416.126872258793,13587.823284899074,4871.517749008158,4747.884172314433,3576.215911245734,2062.549786702536,4.786426972953352,0.2355146824475674,0.2864761235410936,16302.598133914587,7844.735503882977,3530.7216225026737,2424.636814401152,4.8034224310799445,0.1843565073540995,0.2985869201499387,18292.14348376364,9198.10570196887,7490.4147033302,1
7869.791925851055,6151.761748598132,2067.595011211165,11351.462628482985,13393.94077797137,11422.377122085934,12082.613515430652,5234.587603251754,3520.1779638099565,1524.483417697703,4.812182199145012,0.2051422303251342,0.3419285797870524,9147.933042946615,16467.571395126284,3884.754841594433,1677.2738298838328,4.999392193481332,0.1306811014895907,0.4040665284214662,8778.311252391688,16936.560624262976,6910.673012662005,1
11041.323659967427,6766.00249842818,2391.008215498092,11403.87927797921,8509.641479747674,11788.160593232276,9635.878314331134,5855.139758584708,5315.81600453415,1889.3391155356485,4.833051886552681,0.1148581211784485,0.4517599969502354,13559.50595193931,7648.235185480349,5963.113862451842,1856.1168836298657,4.937840810222069,0.1575300599850875,0.4505009200581447,14590.490510530772,8059.754804703075,5203.008498614515,1
11937.510283611013,8175.646486778584,2714.4450726954383,11159.247410563725,5697.957754853488,7999.533912979952,5496.892305927285,7469.095221361359,3182.495853555264,2375.0076557233583,4.790876016787589,0.0724099218943469,0.2399950262554028,7820.533090819694,5849.596121062973,3651.088148571167,2242.972448322779,4.993949484407546,0.0582113778837503,0.278453994392178,8753.76188195349,3909.472941006149,10141.113625112088,1
19777.708469519806,7210.649391137028,1642.5272683913663,15262.079791153126,7094.543031939477,15829.841453690122,8164.085374040912,5743.955501494893,5288.402742623842,1606.8831225480542,4.775134404284851,0.1440892655391164,0.4804061255813402,17261.4847312129,11529.122958256286,6570.683758559187,1561.4879743774177,4.7044572955494735,0.0894208865489572,0.5237801871351633,19017.936016269163,10783.723702392212,3351.09633513185,1
11817.799336446204,7777.474605904616,2221.66230919139,6774.080792663936,12254.44590094528,6051.330701179375,11850.88470393192,7150.599591642173,2924.7032213986004,1724.8910442321164,4.328842900127806,0.0865532761105766,0.2665094118046926,8259.469540886339,14876.6015583329,2934.4564145568297,1634.948751970471,4.208077397068027,0.1159951807271235,0.228228554216186,9463.419038245896,13187.91248124174,7229.943747992125,1
23976.611254084684,5485.4196512379485,1417.9206350683914,19410.776806290025,6463.304666807597,17607.198278514166,6919.908617860812,5753.656936225481,5778.0806483447095,1281.4773077943694,4.874254650417512,0.1945719332231623,0.4361725010110465,15569.283013190314,6801.299706529191,6268.129551153057,1647.3955769948886,4.893366643866581,0.1975876455461869,0.4156482549494631,12999.062523395834,11377.98047241216,5085.802766460692,1
14140.886218757358,10597.019699651886,1649.4964201040316,7182.710781673555,5194.880764896729,6467.710053582337,3292.610774404586,6260.192617887991,3237.120119882288,1581.5739634808806,4.9578706704215065,0.0886765485764141,0.3582704281438712,7334.43118126853,7443.625346778414,3317.6604775778687,1779.0420511418156,4.827368186776315,0.0900867302533539,0.3222449848206215,6058.113416399487,11477.098151922984,7869.999020707783,1
8190.289954074818,8148.004926211237,1321.8247037296514,2424.789042894832,10822.472403764788,3724.876869077465,7561.328507505806,6874.57005361054,5117.184073450919,1761.0846894574445,4.907580000355958,0.0614262085974788,0.4649413299346326,4958.696989263655,17420.48648791898,5810.390563616757,1459.1949889999846,4.675133820610548,0.0792009511024628,0.4514000913995544,10362.165388430947,22879.53878306683,9051.724069224014,1
10293.598023633163,9128.640570895855,978.8025354626244,10745.210707454464,7280.21560579882,12287.325778070785,5353.482666516492,5266.440320677043,5543.989238060187,875.7678834986956,4.7458793492771,0.2225907453390753,0.445181536018069,10963.693331605187,10928.398431242103,4855.371716718576,812.1000469208087,4.8434150599000585,0.1605572961077384,0.4344079624822453,11441.902878573042,10958.360721870686,9442.210007242533,1
17274.09056625751,7229.049835240637,2715.86218125412,14346.23999370596,8635.166100254235,14454.698797711815,7035.482730401022,3657.6013343549535,3595.067012857031,1761.6651478899328,4.924502663379982,0.2214864055624176,0.3431529674684592,16444.106199342066,11086.029745350075,2986.818027499817,2018.6764618193413,4.825539510236879,0.2523001184030005,0.2917870596553584,18085.609702554888,14489.993055934488,6942.416737843111,1
13897.50505648458,5631.828431817451,1917.9790226923783,5693.864303134833,13159.966216678731,6726.313278847307,11585.721143118,5247.511628617286,3579.814325487962,1527.7420511070468,4.840407456399264,0.0855788451179082,0.3204570435972027,9502.675625447117,11294.70542062402,2813.8559444627545,1716.059722127229,4.814295791964556,0.1801784668454938,0.2912941058868666,12705.541300546902,12696.202076816791,7603.037271399901,1
10585.919335707133,10919.964972819627,1493.139679146254,8061.146529580921,9692.881608633346,7271.05157513023,9217.541144444502,3679.2369200202975,6005.068819382339,2153.62757679018,4.612148176867358,0.1365610494991604,0.4611866304321598,8802.321052604257,9939.13026572216,4358.658070442102,1865.4637308561264,4.648566470636944,0.1440594673352752,0.3568997245641075,10070.5853534877,10309.540498078564,12990.315219063965,1
