0.psd_delta,0.psd_alpha,0.psd_beta,0.delta_rel_power,0.theta_rel_power,0.alpha_rel_power,0.beta_rel_power,1.psd_delta,1.psd_theta,1.psd_alpha,1.psd_gamma,1.spectral_entropy_value,1.theta_rel_power,2.psd_delta,2.psd_theta,2.psd_alpha,2.psd_beta,2.psd_gamma,2.spectral_entropy_value,2.sample_entropy_value,2.delta_rel_power,2.theta_rel_power,2.alpha_rel_power,Stress_level
16382.933297435084,2940.149916067077,8376.717619356981,0.1744223511656518,0.1692077142446882,0.0270348950355042,0.4904593347261648,13363.2035979049,10517.7975975995,2283.5745812391147,1907.4871500331087,4.540915895306586,0.1391408415648271,9649.48117786753,7841.971907482401,1962.080571912317,6630.790226487087,2134.826583010501,4.725639602775514,2.4849066497880004,0.1430561424467291,0.1252905620177344,0.0627301278281531,1
5758.795972742873,8027.0278764242785,5614.090419057317,0.056210581881811,0.2772772126273168,0.2028752664931792,0.2750334694384543,13135.938494558086,8479.373175972856,8552.412402223172,1488.4843998172532,4.714727872867581,0.1515401709173287,12826.840900130885,8917.814633162945,9008.715206812643,5717.348303828606,1685.073653595119,4.7172907513107525,2.079441541679836,0.2009410570871879,0.1598279595129776,0.1523147704347658,1
15902.376504841175,6285.725528499632,5792.800622976823,0.1760367652835147,0.095624542413157,0.0419592305228323,0.3004851257077231,15514.21161035316,9083.633708350597,4049.0964510093145,3576.215261539849,4.874701390534288,0.130133456106604,15309.768637157804,7908.691643097263,3884.717133917191,5243.198399339191,3409.4450624683163,4.823299898883187,0.0,0.1749658527712775,0.1222783753872699,0.0444950864629057,1
6028.244747578103,6236.808344097888,7231.968436371727,0.059534142191845,0.076139458938968,0.1523195785575023,0.5675427045431178,4692.455038782367,7625.80010579994,7135.504947965856,1790.345607566928,4.807223071637326,0.0993086914182007,4857.255823348244,6767.172680905074,8123.6269241733025,5943.867053773317,1879.536166152046,4.741857511042157,1.791759469228055,0.0616689703890319,0.1008070633692163,0.2292292356274299,1
13087.922567117326,11703.998420908463,7824.597185256236,0.0840956961124593,0.144704186901021,0.1212129521766518,0.318268318911779,8132.863835171218,15765.570608281125,10033.20055486558,4213.841162915204,4.665470093961796,0.1338579869349227,5288.514289998551,14696.268714920992,9581.817481391585,5718.174884233766,4134.489609325645,4.678292103294247,2.3978952727983707,0.0551924952270957,0.1365844551765363,0.0876908999117887,1
10176.814187778244,6244.228380777172,5683.363514547771,0.0626934067054092,0.1541129503228616,0.105768403626871,0.2414041052781511,6386.63267429772,7024.0707766255855,4662.777525812238,2607.070449362436,4.581905451294577,0.1560021350841058,5777.118099411152,6804.00327735492,4916.669365143146,4821.438397419208,2359.770556609102,4.530172945468317,1.9459101490553128,0.0652122386595019,0.1548981302874163,0.1327822350572884,1
10810.80329516256,7723.881431562469,6342.10871324991,0.175425869645275,0.0824623949945804,0.1788555021456729,0.3584352562028558,15691.858617432395,11451.504053343158,6363.851580956593,2460.612057957469,4.6203035302079405,0.1144763111080649,14876.133350123231,11988.64109317326,6216.632891875653,5374.257827812602,2353.2960123333114,4.674799767954174,0.0,0.2814939868318722,0.1129388704375147,0.0467811700881582,1
9552.045936266455,6860.448689852924,4468.247094009736,0.0959166485039594,0.1735670860187042,0.1238296160450715,0.3578606520414806,9508.43990673446,12982.06211298618,4295.606644832466,2633.272371877656,4.932493144985264,0.1791891984877707,11564.42689730118,13932.341053957833,4577.994536644212,4259.991039608539,2535.713894949633,4.872612779682253,2.302585092994045,0.1232510913136222,0.1560614715407633,0.1042966323584671,1
14853.505010774705,3908.7789624200977,6459.72916901907,0.2120873317118914,0.2109866994701053,0.0149104425206433,0.4226341421666323,14994.23310479424,14486.521482905684,3123.4393546489027,2190.828372285392,4.637121461041659,0.1733333463489969,14802.08007780262,13792.335349112916,3292.02129114078,6066.436089674738,2384.5008961946373,4.624724169594791,1.9459101490553128,0.1693217216366911,0.1642649760499245,0.0181149898028167,1
10724.246672461686,9795.345140464276,7172.332069533688,0.1062852894962522,0.1415128067683952,0.2356307415371246,0.3526697661379884,10376.651120923398,11579.713303221915,7177.010440649244,1960.5093589780763,4.981493690826514,0.1001588052865417,10677.176200397049,10434.174469130088,7297.912013447058,5870.103649960351,1701.6909396982742,5.0047513589116885,1.2809338454620642,0.0929453852911706,0.0768306123735658,0.1825931750757142,1
16677.448249207104,3331.764671423637,4924.082551398454,0.270883052019904,0.1583979966974397,0.0880407321892858,0.2438456020182237,18068.000236478743,11137.463672958327,4926.212198379766,2314.8948931444093,4.481705741788298,0.138630032188808,16864.718525315104,10749.0793144311,5573.943398291421,4005.802607932296,2224.591559937476,4.512095132749735,2.19722457733622,0.3177537936079523,0.1320438834331432,0.1168179256211164,1
6783.325534111474,11344.963488993444,6808.333103350595,0.0466928122991506,0.2292135195652354,0.155161275468001,0.2738473875849372,7154.0585295446335,12133.200662467749,9781.298555502768,2659.9015560362564,5.098833783219923,0.2096566009440126,6472.840976841896,11973.222092310987,9256.301351767248,5856.335501631267,2334.5150510878702,4.984800288089546,0.0,0.0961840984208445,0.211667398923746,0.1050858513320504,1
6725.271385096155,16176.922816124476,3976.749944012633,0.1037106909821997,0.129885127763599,0.3029658011759855,0.2478514630534988,7024.548091148751,16434.285346936016,11988.524366847596,1971.561573793448,4.808210024816726,0.1154786197765419,12712.697560180382,15558.829382173502,9490.579278540326,4882.624968620925,1815.4054005381893,4.949289730296854,1.9459101490553128,0.1542994347980886,0.0888169978560449,0.2129332074772177,1
9034.119369859292,7081.622152675214,4841.497312628072,0.0266576526511792,0.3157379957824991,0.0851446788453015,0.3374248095497826,4924.164655052391,16885.652735111096,6159.180844681981,2892.602800367943,4.606281595030135,0.2496027388477318,3166.5463365075543,16574.83784807175,5095.703776562537,4141.900793795397,2766.110140536733,4.465642064547504,2.5649493574615367,0.012624489126491,0.2823440761607552,0.0701179390489523,1
14281.1704342989,13016.84856199805,5635.876302961629,0.0807218772031003,0.2489808288376795,0.2469190374886873,0.3398618615712374,7309.497393655514,5517.164692549073,7462.731076737266,1262.7487918092029,4.7537623282773485,0.1913755974534385,9850.598080776948,5291.882261886143,7189.712089134034,5296.39466174979,1047.1389460574533,4.696240585773384,0.0,0.0524095432780848,0.1579721320328235,0.2916959590335486,1
28806.56302376956,10384.687910838808,7123.020821658549,0.2348437138935831,0.0727908247348091,0.213673430696653,0.3350965668521739,19510.383343139445,12796.098317855973,7779.764453484645,1759.6099462024845,4.898683635470915,0.1093089152033878,20235.839764057284,11209.0419988383,5924.092352532237,5779.040574488095,1509.8439633060302,4.778053492642035,0.8472978603872037,0.2535183748208378,0.131671659654062,0.1196468925388288,1
17289.479099305543,6948.236471825655,6020.783158318093,0.1593829987569799,0.2090189570349133,0.1536104941952747,0.3426167599924272,19260.62462258152,9074.249030514746,11176.223182075944,1226.5999555714864,4.770515408041811,0.0512079580504091,14857.087694159294,9228.97678325725,11482.038072005542,4958.5306871756375,1394.5931898725587,4.776119102929462,1.6094379124341005,0.1262171302827836,0.0602087053353209,0.3239096619031479,1
19901.98402071271,7211.499576056198,4384.807651096214,0.1502629467995962,0.1845028014760123,0.0627858231398558,0.3322128194275236,11438.746576408896,10524.215723484278,6451.863619734547,2365.6923780803213,4.723519836949168,0.3280013414071569,9428.285679762595,9053.527678407438,6547.232018793712,3018.430241109485,2155.2920880437377,4.766229395556166,2.19722457733622,0.1101335086426532,0.3189570041612346,0.0707271118824387,1
18748.153965587768,10287.959361460067,9712.756640332223,0.0969507706276976,0.1928746733383535,0.0962409706653423,0.4949507542617933,11987.27750238266,10566.67244583712,4610.841775892488,1836.165928925668,4.967103183248225,0.1930261352522091,10450.522111263675,10387.74204995556,2431.3275295626886,6350.619997735196,1973.02037537402,4.841506822273392,2.302585092994045,0.125062401517206,0.2236624945353631,0.02876089730666,1
12360.59944514951,3581.884120036784,4629.632286395447,0.0843082346914018,0.3056225543576235,0.0728515624383874,0.3119845165490866,9949.696202499988,6459.016687682959,2466.8346621223823,1327.205571039276,4.878797195881576,0.0929186161673426,8944.391431222086,2645.510275573447,3095.663469983789,4486.91867231406,1499.4880293567894,4.792386172362473,2.079441541679836,0.1515273189343687,0.0322052575255515,0.0579531101289396,1
8019.333484551756,4817.974622753235,4816.635165374149,0.1688413499825367,0.1995541467135075,0.1202434654386738,0.3799880799460509,4867.91875812613,9290.804962613674,2976.828757845418,1209.102998809075,4.613279430169101,0.2015935878559568,4451.569682266599,8503.103934976669,1956.043278855043,5159.734074003409,1599.1277564354002,4.491789698520274,2.302585092994045,0.0988052997253501,0.2347694826897285,0.0344627739615483,1
27881.76177674837,9080.892602954073,5015.981094175018,0.2029462154455273,0.1397155094110158,0.213684936374035,0.3152873930567284,17452.304342191394,11191.09935598624,7185.223328674612,947.5166335301284,4.546900098252806,0.1436273421217272,20367.125135315466,8431.362175710214,5336.18960905641,4537.936216703285,743.7980454875662,4.626885807455954,1.6739764335716716,0.278100626385457,0.1287416551311773,0.1360396076381426,1
19919.61246514677,9044.91416750533,4463.5041031399705,0.2409436044757064,0.1747391544298095,0.0949797668358489,0.3519059486691188,19514.868281364103,12194.532144893605,6898.409997336518,1628.7878358093506,4.6400343046086165,0.170489264880541,16054.777295828762,6534.641179628236,4548.225301368905,4716.927567949714,1543.974223039602,4.795724465060587,2.19722457733622,0.2001151158822958,0.1111817340156867,0.0519889484888335,1
15202.186183210217,13616.739708017694,8188.126550831535,0.125592633939509,0.3161618074081866,0.1819323532281253,0.2572422031915611,13386.270301026509,20634.49746048666,13232.41084112265,1416.366417034155,4.557348806708866,0.3135935054315184,12265.323315000613,17927.87659173915,11563.982917582214,5514.296212859318,1328.773831276361,4.69114658575216,1.6739764335716716,0.1326047682881148,0.2982508112443017,0.140541351526923,1
24192.36901456269,14074.43262312808,6300.655212308228,0.2511354123330586,0.0358303955372943,0.2914069731866491,0.3199590457864017,12390.56073417011,10254.30500568597,9744.946218213929,1031.292545360061,4.692733251467496,0.0553812981941291,8026.960876365792,8990.08874575216,7914.160715257035,4608.081918510254,997.6279245964382,4.685636058223035,2.0149030205422647,0.0572998925788181,0.0766484859502662,0.3383687019883112,1
16133.30125858065,7337.786427465032,3800.2407629120007,0.1302620308488133,0.3228396051845099,0.1007406739282432,0.2817440875288853,6561.71002923957,16724.582970417774,5489.187221069173,1852.314827191992,4.719560197516129,0.348604054698894,5130.540929111312,15701.920918129725,5010.467045127974,3737.6193339879537,1554.0767067435536,4.469097207671714,0.0,0.0631069708850019,0.4491043748419823,0.0843622871558498,1
17130.238994764928,5404.147978868693,3881.27632536589,0.2351858835717495,0.2307627324969034,0.0694511940658161,0.2209544973597877,14519.180626882451,6904.6601563735385,4351.959514718398,1398.9703831285797,4.500354508175971,0.1872576485229842,13523.279930803215,5563.701875445883,4110.856288117072,3783.879802444341,940.6589323539793,4.512767662064083,0.0,0.3004226716937059,0.1610213335345302,0.0740130192603086,1
20615.6773383604,6889.2649572097325,7370.661507981382,0.3233389523879798,0.1490686678046635,0.100408073084226,0.2897069624830516,13735.227385273443,5873.241653779369,6751.5267328756245,1959.7078345330133,4.898439220341939,0.1216905532039066,9533.172398347057,8435.497696976638,7340.240848141867,5387.687529290176,1995.877617167561,4.872288111061918,2.3978952727983707,0.0528436477529698,0.1768980792350005,0.1452611030107777,1
16109.541946454645,13286.595689863434,6011.479747869491,0.1057698092602154,0.2764340571731024,0.1575645717187535,0.308204326001717,7954.420585089415,12302.866484123597,3616.990746640528,1621.671355245322,4.646869594131465,0.23642260933243,6012.859255741431,8265.13421291862,2871.4212790118618,4442.613685931989,1355.0255502674777,4.6611765696908005,2.5649493574615367,0.0696530537716959,0.2094398450601677,0.0978667504273517,1
12637.062950879645,12648.584844613855,4601.354308021138,0.1300181386445901,0.0466189481694876,0.3047581845891538,0.4234198008498249,17489.983209859198,8489.609597241715,10577.476364677445,1704.0441594036638,4.839093765411345,0.1079160792975077,15339.836353863311,9313.563936100913,9111.98592076723,3555.144034913961,2037.340182827616,4.8561946853615385,0.0,0.1905694441322265,0.1551982084215722,0.1192313791058789,1
9129.199394270743,5495.709886634504,4202.663375496714,0.1284834408651265,0.3054413944254751,0.1198359437289045,0.2642684735568352,8447.143049557322,9698.55818163422,3768.7687924135257,2242.1698720715426,4.655049761006197,0.3321892326982168,8846.51352729686,8181.327779607786,3900.688683995264,3550.935586793395,2034.4889645263927,4.79348358949233,2.302585092994045,0.1476742204450839,0.2632214730980001,0.0604159339228482,1
9684.67390166789,7475.502407491095,4458.822085808428,0.1062751433920273,0.2671048855380944,0.0624602029566997,0.3232361012560324,9560.14673621173,14539.040130358391,6404.29570229908,2674.604523394916,4.676521112665328,0.2014538426406961,10903.778394310446,14783.589428812778,7485.917824037821,4525.367277830518,2318.50974125123,4.81639455352142,1.791759469228055,0.1393716328328941,0.2064528899000657,0.1009182014822008,1
