0.psd_delta,1.psd_delta,1.psd_beta,2.psd_delta,2.psd_theta,2.psd_alpha,2.psd_beta,2.psd_gamma,2.spectral_entropy_value,2.delta_rel_power,2.theta_rel_power,2.alpha_rel_power,2.beta_rel_power,3.psd_delta,3.psd_alpha,3.psd_gamma,3.delta_rel_power,3.beta_rel_power,4.psd_beta,5.psd_delta,5.psd_theta,5.psd_alpha,Stress_level
30003.92886363753,27929.54053951523,10696.34046847264,25608.608671361693,9896.196181887122,13634.918452404634,11630.057340756706,4616.347106570205,4.806556615776501,0.2311073488451026,0.0983253102854917,0.1248502526299671,0.3966268353034216,20333.89603837437,7452.166211729731,2686.5655771388588,0.1200429203388285,0.4393872517428498,11728.96355207058,20582.928016993334,12060.318646067622,3773.609785474184,1
21733.806230353337,25982.62551770194,13080.383201876615,24380.47533329481,15195.054244542664,10302.411521061082,13650.358933925065,4122.851605482907,4.96578208549453,0.1595905715455688,0.1397174315723035,0.0537770653322627,0.4663389855344594,12447.234466014374,6396.734616120368,3219.321501789096,0.0933639402728741,0.5995172299512868,8334.763506820422,34459.64812640596,19576.079638196527,11999.034894152492,1
55342.148043107365,47938.681130324185,11485.982623612954,44522.94822566293,24577.07281709518,16205.376074982363,10252.836137160664,6090.795097046863,4.843510299301266,0.2038361075758123,0.0801170643109027,0.1417988878908728,0.2254984643265534,34701.8686313268,10517.880456358023,3436.981613175326,0.2562290450233325,0.2265238180823762,8881.766404096059,33314.308075846326,13250.212885153329,10075.212835735849,1
57071.95922896062,43592.245449211,8629.624166186577,42280.71415943102,15141.585675414575,13428.4467437582,9173.160105063957,2961.218634969542,4.663162814278973,0.316700136289109,0.1864442809069715,0.1450642290656198,0.2274130837816232,35660.56069886425,9639.940150741391,2813.598242455023,0.3003029694775457,0.2721614762502211,10454.951554988367,30091.30884287684,8391.383805755031,12752.13719507603,1
36096.34181290455,27317.334593823594,14348.335487090637,23361.62556072024,28500.45537202296,18394.146487313144,12838.08427658036,4683.155884275968,4.812411662063443,0.1473388669899188,0.0718109723264304,0.1974488557708301,0.3699951366903444,19003.931436929604,12110.29614111527,3006.942548545448,0.1435227338532466,0.4537812511618058,13584.798931554184,17081.5295920789,16446.653309179237,10228.03706743656,1
57702.2945243031,56884.153316041295,11394.417062682996,55716.1138327406,38749.74184610826,20333.19958857648,11500.573010341694,4498.33155132253,4.734535890087244,0.1946353709551719,0.1388107746091715,0.065747479859523,0.4104296262539562,45508.4989777807,11338.973339210715,2661.46927378925,0.2178762491844531,0.3985341102050712,6377.240108735489,32992.85847296864,26422.25221152459,8600.165519304215,1
22089.93207774505,21725.75777246537,10446.372294272938,25229.06537802447,15912.270303000692,6080.973822737338,11119.445743674394,4866.578863282168,4.898298246992245,0.2058186864035834,0.0711995219445409,0.0765764621948999,0.4788751461063359,20352.664165304377,5772.276931464078,3029.019600979781,0.190256415991558,0.424290713124094,9732.403710738818,19189.81355084938,16295.873225765095,10217.538242771408,1
37467.19420707805,27968.63577008122,19050.980942093607,32763.942324797183,12829.412194290491,8720.71930150673,18458.87888156605,7488.198472695944,5.014226008079464,0.1806196424522745,0.0866249995083075,0.0975040807745837,0.3703660953317332,25985.29946931682,6529.273981315483,4541.073649086652,0.2205762964422788,0.3357135723526612,13549.019285010689,22071.407495551324,26009.11130369386,12469.633722930494,1
23898.473672098284,17597.789332683624,11347.149486979464,17112.77572726464,17909.747312574673,15658.208620021984,11142.626819414156,6224.165475589019,4.999110366616082,0.0995053519635062,0.1275517430381251,0.1832606436703122,0.2951328449294642,12054.455182363485,17626.095973587435,4481.717808815351,0.0898913240566988,0.30451562278977,9256.3695014698,16013.87418441172,16106.906567901184,9673.076981535069,1
14481.361833400726,13867.139697357185,22740.247742555897,13470.741480715207,33783.92155419736,14315.221438039753,19643.73537530542,4097.027956545224,4.670883029134721,0.0328734003850429,0.109748669800309,0.0605266365584582,0.4208098042268166,6863.982221843419,20508.78906708284,2595.191317663298,0.0176582668678574,0.5008011580691204,15409.509264510743,5005.8074265370415,15460.31378954497,35303.52409157217,1
38754.37034298178,24494.10784258418,11550.251020399144,21101.458103341,11924.356114821743,30215.121380930737,9360.56922991391,2216.72373511402,4.861705502835178,0.1529545740553192,0.1085802571687378,0.2264954011464796,0.4348161758649568,11981.630891129853,28617.600416140194,2458.951013661203,0.0310870109022167,0.5084827780478703,10672.924095822837,5927.112237307965,15547.366328067734,29647.875897801336,1
65156.32445990189,56872.72257251956,15193.357400145394,40136.00446193635,15297.084288509654,15786.269816277125,12051.89453996029,1998.031497840764,4.558548625027691,0.2544045109001224,0.2008373540712887,0.0493822519928555,0.4074625202428351,26632.338588220136,20425.034773777308,2151.2444830085974,0.2048905889959827,0.4050323231678191,12455.808986930197,23822.03443772604,13090.130578074426,12424.249340519033,1
35663.012488226785,23142.48694626361,13256.627450927732,15705.892471006962,25942.960279203675,15571.29090853282,10145.151310378573,1904.294310285083,4.591665483692747,0.0428802437589869,0.2329143071150159,0.2470858984740261,0.4108363422191136,17656.543782393637,23666.003437340947,826.0007551101048,0.1622952842721428,0.4650316836209449,10299.64556442378,20669.92929292746,15825.865024534687,22665.23562252458,1
47480.41499194858,44991.21805019592,10280.9316203958,31132.531285765137,35099.815252320914,10156.148527213543,9032.578313794502,2181.527414646149,4.588644781001186,0.2212100188594763,0.3172208850935453,0.1136750676188202,0.1946276753935406,23185.68851793124,9491.532740914512,2194.546954310608,0.1960812233972065,0.2173230414273541,11670.61883425238,17506.87341985239,10587.314422109344,22272.38985301585,1
40990.48005502751,25702.92550165566,8434.372940940413,20542.5993485452,10720.592146259043,14567.71365368727,6948.902934073471,3420.3397792993583,4.911873805748684,0.069490136415897,0.1696174290194678,0.0986269659871726,0.320390192716095,23109.6862634939,16258.622204376969,2280.3736918069526,0.1733718528091583,0.2609705927287679,5722.467814956217,23110.225139678496,11159.40667622742,10420.877031349337,1
39291.34412972559,32176.82412313539,6959.730854788819,19748.83589867542,16978.750840218137,9425.31427725563,5424.372657916293,4028.3424682494806,4.604640608469233,0.1517052850385826,0.2655530352828426,0.0688840207273265,0.2319483925362938,10197.134649081723,11148.58806716348,2783.486583149162,0.0524981587197567,0.3450292648822732,7351.260907780113,11615.997674766191,15111.539749788411,12252.710206024944,1
36597.35514657514,22445.129355190955,11060.949169002886,19509.70927613766,12800.97940421578,8817.688435422084,9339.18687618688,3481.518648805962,4.809556262036695,0.1131332115982795,0.0822094754701496,0.1210410851704086,0.4836660853270717,29542.749742244683,12584.218371569084,2620.1663623294803,0.2685272048220985,0.3662202506703704,8306.18770627879,25284.411775092733,17168.444349394606,14875.073630121988,1
20484.89593748121,12815.139292921238,10032.743809479416,14877.063050898696,8521.759651045684,11622.715881538306,8415.170933581268,2601.133350733822,4.997990989810778,0.0882900495721779,0.0610944535986217,0.2407011015663809,0.4524905240617096,13123.126266561929,14965.824034800751,2912.922057842659,0.1421631284408393,0.3462145089019338,6426.310893723905,14894.108088807014,11035.560875943944,12954.84371455492,1
23962.64710563345,9307.37480288225,14647.589096498885,7403.134162780896,16158.801965897135,6389.914172518115,11482.42273315036,3297.963031093288,4.913409188292016,0.0646535456866267,0.0492328599663413,0.1338190378006716,0.4802093307329697,7374.758925327151,11830.860314742871,1569.664641191585,0.0422378259362183,0.5411466672105498,12522.695374153183,8518.47396905181,22979.579902951424,11347.709903344972,1
29758.69668091744,24577.883799462925,11432.028230593534,22687.12986243029,24042.757057738265,17728.67717784151,9296.34748631724,2423.351414463613,4.669612948895162,0.2035739915622478,0.2224477974972095,0.171643719123351,0.2849482085031752,18314.86886678731,16945.104404139933,1355.98417347576,0.1608951760732338,0.365938687175821,7125.8898941255175,20987.48136209352,27540.53384820863,16522.400772334095,1
49836.72680928755,23349.24058252084,8541.89032180084,23158.89646163227,10374.06124970672,21662.61102491852,6559.234027701664,1183.6324714136483,4.282638085717847,0.1805343975405201,0.0947269496143283,0.4641725412014412,0.1448755232170727,21794.18307925466,18926.13844930573,1205.705847253406,0.2072003028678015,0.2140246440701006,8723.878649801058,21978.624131613666,8426.207808880288,20591.07094962011,1
31814.26800824944,21443.02709932039,8352.198867417112,13320.837526173467,14874.322984345585,13042.44141765158,6377.232071557294,2619.80820670875,4.866260960485811,0.1234878682606906,0.1028884026339231,0.1650582342938647,0.3906032224650625,17862.18453902501,12571.331167644808,2529.308565480216,0.1860084867997385,0.4927348443582053,8770.10721063114,15053.496987896777,11068.150633211257,10177.871658242486,1
42019.28791912478,28306.8951517999,9884.326208092849,26144.65700881987,22770.56115505471,13269.998592913318,8509.317057098935,1669.5884281856036,4.644872760990049,0.1790806644532395,0.2212534763582552,0.1645150528519033,0.3801736085112037,22489.301470091395,8777.374608446671,1049.2593512803696,0.1658063995006249,0.3174926417056044,9521.29814028091,24417.4815405978,15510.045592240676,9829.175352308535,1
37720.17316022534,25857.055333229644,9708.126189522549,20563.729903577787,24488.07520324884,12020.330042272,7412.301385546554,2371.668148142618,4.711696527834344,0.1745278478099558,0.2146139161880683,0.1251187596144146,0.3900793474758089,11782.7490741107,10557.957568589089,1808.036086276412,0.1925910204224702,0.393088309133095,4920.222704135647,17678.737238346184,14587.72858737053,10571.64466298395,1
52888.64656034914,29547.07060668196,12999.413118496112,19053.449933678625,13972.869217973212,8591.442600283086,10220.15279504225,3569.852916968828,4.913427944149503,0.2228267958502016,0.095297296297596,0.0864208607271602,0.3835385936375907,21942.996063009352,10577.976872647872,2773.525136538105,0.2744690404710303,0.2830853950653639,8470.969827643954,25365.077918541763,14030.301430971764,11480.68166321823,1
37748.21666058843,31660.536943671832,12319.641129467978,20310.96088257401,21077.135736687866,17858.724265043336,8254.971847465034,2846.675950516116,4.421669121199885,0.1747040137368619,0.2292265250531491,0.2256396810249934,0.2253254644223104,13144.033741411393,20355.65658488349,1962.8393351499035,0.0821769964856948,0.2963256233457197,11271.643994761846,18304.003019767904,22509.423738651043,17191.822724687092,1
55382.48296135345,33476.719452873374,8424.450525656857,20172.7266781313,6860.910387449217,12498.291936659052,7881.962926690107,1972.4652908983792,4.255552939261419,0.2758145208512958,0.058151379710512,0.2129896772444342,0.3262950569171369,22128.949557687367,20375.34448254298,1595.756667846943,0.2558033310307869,0.3031256896198857,6356.191722120839,20602.35000763672,9956.16050963474,20379.899167069754,1
51582.53187777144,36751.82975138467,9252.807053813847,21518.01137551473,16815.69659688037,27662.318833659447,8900.199182099135,2902.745171761519,4.391807846695617,0.177634007175973,0.0752333279107812,0.3978767380513255,0.2060226500799257,27177.67759202735,17702.538390822865,2495.353441087804,0.2155398266179576,0.2087170211154168,7317.192542720145,27423.54600014083,29494.142211521383,12350.431851668469,1
50553.35813762134,43994.59163068716,10921.036752510876,37169.79064022221,14833.744515554728,16297.256874403682,9235.681987152231,1825.398994195552,4.926917125525095,0.1431667430321412,0.1271615141116339,0.2107990038259551,0.331040089280472,22729.247884039723,21283.49600422388,1640.767051613371,0.1364214007712644,0.355990525527722,9380.269549763332,22993.92810855883,17385.771076807643,24486.73811752611,1
49054.70946770934,62885.86640321261,13312.858034510884,46814.53290093562,12158.646465703314,12459.26729804292,12244.751731388753,3741.531466512859,4.586222234734166,0.3130446380120625,0.0883491732770735,0.0878859499177411,0.3533634421640384,21246.75617585837,16339.51754680063,1469.1503137327,0.1473259378256271,0.4331960307539051,10646.67637818652,12499.603163757549,23400.8782110798,16254.939082663685,1
65701.70259321615,57580.96795851366,14186.968458212314,45824.26233356315,18051.519955662523,13461.048703728186,11670.437613953422,3202.994154759533,4.670546954732717,0.2859340403921052,0.1334474152280859,0.0893732609245217,0.3239648808571487,38010.78976788095,13623.263420080106,2631.829070450613,0.2595806435335848,0.3770191930744847,11002.587151998488,26870.442065772822,8744.972048243882,13715.763365743644,1
51623.59407018169,49742.3341203607,10546.694769487422,38719.8675656408,30187.713910324725,15356.769081408944,8121.115358810977,3202.594525610337,4.528366585384838,0.318525382530634,0.126595669926332,0.1853977663259487,0.2476977157887081,20217.799564986155,16003.453279262634,2606.342573395407,0.1986058536905318,0.3066766838081867,6560.24347686319,19278.516693712143,24214.943608923648,12258.85644227387,1
20688.84377587681,13800.400448963564,11001.67722299172,13395.858785183427,10300.17330583905,14388.184460078395,9496.342708929666,1898.5840105703885,4.716411237390858,0.1408742479841097,0.1631202937896764,0.1900317467392483,0.404093516757831,10916.849431439196,21189.063817139115,1489.6837628687697,0.1266081599508321,0.2911470526660321,11655.228223531243,14656.46919743479,12718.946838295296,10535.79950373128,1
54471.20454143443,47084.29933295608,13203.488777552637,36698.12016775412,37510.87883805511,17686.874669689645,9808.869366720564,2894.5204746041773,4.6760786216394665,0.2440328252451306,0.2072298328871196,0.1030838427459347,0.3002876732980413,28377.911656156244,19859.258050089986,2159.3040981685103,0.3071229942196181,0.2748251190303878,9492.83740924738,25275.108189704268,12595.760980283972,24930.094225524343,1
37086.55413739035,39138.1181470953,11450.550915214277,32209.52521260105,26011.96590476488,11893.636194445728,8949.753522877952,1802.3048115047525,4.580417856334833,0.2460430990118239,0.0958217485095448,0.1171160361030034,0.2814621775100925,10138.573229362217,14416.770984336918,1675.6920931571376,0.0831075820310756,0.2471165170545333,6265.356377968906,10253.336058615132,17942.90198534066,35304.100487174685,1
11611.662748142448,9639.068634209923,6841.515513044153,7309.07942289268,15321.864502962251,7295.002716503302,5951.808804360599,1578.687305972734,4.922657555900217,0.071352960231069,0.119492278201755,0.1921811598319698,0.350293322455797,4949.4306936431285,5636.3001050087705,1311.8904730035497,0.0469142685466597,0.3910085159827229,5433.596111011278,11936.567129637097,15769.73216558112,8201.607343078094,1
15974.319640993266,19017.21651664435,5541.324098695575,17623.093842909362,10548.873974229537,9762.69569238863,4915.381485900124,1412.1094846294784,4.682435894839991,0.2778930734562652,0.1175402202966733,0.1383454577965723,0.3173748485502552,12590.249125391989,7111.247053883104,975.7766545714804,0.3207027035913917,0.2817949040287673,5411.18603473322,14735.37893057767,10719.72310267918,14841.277388504228,1
17937.79676209089,29110.43921321733,6967.188454384347,24579.107954916428,13144.70931189903,9146.341697755695,5783.896846406669,2216.2257390768864,4.399652932853492,0.3173178278599097,0.1398181513195619,0.1176820396074837,0.2585788877978904,10033.989972448897,8428.666649556055,1161.856638959486,0.2028466355363443,0.3178013724164698,5559.722796281733,11349.692055804178,12288.181846439518,17183.146117725402,1
19090.737827833105,20456.163688463177,6940.024635660753,14289.726359429162,5900.451969572611,8380.071456375068,6687.666056643181,1422.5001284579237,4.85228219558183,0.128640885247275,0.1180854564596669,0.2411975473346278,0.3734343978728952,7674.57342162687,5817.016823914778,912.0215688767212,0.0939654152303208,0.3178513484072114,4657.195481217655,10698.894403539976,7680.605182802916,14804.566357920316,1
21981.14898637832,41895.21599426909,8074.52696233839,34990.1647236088,14734.37407316834,13093.00910132649,6743.874177243205,2593.7556864879625,4.685719423919489,0.2377447645493116,0.0489304118609858,0.3006550397627259,0.3301446598104499,12902.64506001212,7370.007701658913,1787.5230455788326,0.1998068596642123,0.3849736549667493,5422.061072870663,14815.320468720416,8743.141252040581,12370.793551906105,1
12581.293109624436,16257.99946534114,6825.500244754089,13739.81702281422,9404.366694691167,4716.73150368201,6467.31658805557,1193.6932588611962,4.843055537372989,0.1886259031457743,0.1501781829143976,0.1277511709730231,0.4375839063816993,7872.495952960723,5277.683810160589,900.783635006018,0.1453485294684783,0.3338923736378954,3438.626281813753,12552.37966295288,9634.67079375144,8768.657724773635,1
20084.691267803864,22439.36527858401,5887.295316514017,19004.445240965244,14209.82790818169,13597.113906457524,4924.910735858877,1662.824548491035,4.448251341750728,0.2399952681538316,0.0888423797653081,0.2371448180014177,0.2075926824527248,12380.41351988843,9837.549466460348,1141.7805842205628,0.1636033463355062,0.2930344656937189,5814.808129758284,15624.504683213405,10870.452013983564,14759.951163302969,1
15614.946903469956,25504.75210875202,6209.994388895511,24484.4005096759,15562.96341658812,15823.630818064172,5578.940258238143,1479.5646667825072,4.359372352878646,0.2840378121398788,0.1776091435866775,0.0896742148673059,0.3288333973777505,11679.102834128887,7830.796849837746,633.3178403275558,0.2533295883740609,0.3640553250975044,3784.417374485199,15103.217936553345,5933.704219364322,13299.00451192001,1
16767.99849671302,21266.75193971291,5628.182349221764,26567.099301544506,5071.319763486326,4414.702906444822,5631.273054059911,1696.8754182173543,4.6905279941446745,0.2854490386465869,0.1214977184719991,0.0907068366001947,0.3281463447372592,11805.119857362604,3103.732239079423,1478.508377607188,0.2481396820307637,0.2571592814632525,3674.185064139844,22030.035113382284,7053.4533145142,5245.795600643974,1
18365.50803789689,17569.172399567808,5908.079734035982,11788.687082523924,13934.385224005531,9384.726554025949,5326.110276226766,1506.5158250884288,4.976252641179197,0.1154241889297482,0.2035975069612741,0.1689287531444981,0.3583262782993868,9004.093151242529,7910.707022429,776.4148518554927,0.1340812956733844,0.3600670710542004,4015.062795314814,15288.079738836876,10915.945495445558,19966.480341467424,1
9120.154784651337,20471.790685050462,4610.698496308651,17011.106572024637,8611.773337569091,10143.959748588935,3543.018251124852,589.2969576988571,4.443442452661689,0.1878905764864393,0.2142064731919876,0.2271352380713975,0.2925324643092845,2448.76028780007,6307.887739238972,484.9133820055047,0.019137940323634,0.3353602923295254,4097.266412430091,6189.378590977709,17898.292025337403,8236.763039295767,1
21087.70583616204,33545.90084199038,6146.34138218581,29503.63293901708,13534.980195733602,8416.457495144075,5285.153629525787,1515.9404674445527,4.427529303087626,0.308381498397186,0.2108190096006175,0.1064506512775224,0.3244133033730937,14170.884932488912,2945.762343029685,1007.367307371622,0.2351824342973512,0.348255303885168,3590.7644811236187,21296.02974386737,10989.18002443396,9284.029860348744,1
12672.29676333088,24691.13715702353,4026.740776435434,21833.53878760065,15648.107792659372,6194.841668223628,3642.590238120625,819.3565361904015,4.192698101029063,0.4497576265026588,0.1933188744998495,0.0894704940583827,0.2485001682564934,9114.98600501282,1725.7490957837756,749.671723304572,0.275168237079706,0.4157383846642327,3368.129174139781,6803.611408394257,12614.902308909292,3706.270764454173,1
14703.259218790165,19413.021132770664,6267.05029657717,17934.984425976196,12511.955127102385,8976.16330284073,4858.964704869579,1634.3207349203178,4.575910150566544,0.3204914866601296,0.1463270813424576,0.1353709860037573,0.2737459112157085,9192.722122067908,5964.406769777949,1271.1487764686294,0.2132105780832784,0.3198908042897659,6509.239905784509,17555.01059507436,12672.42183079799,10426.839387684946,1
18842.482453217483,16421.45634406403,5360.563062884577,15180.99529426,9081.727998706248,8289.52723863505,4768.245804146221,1588.420233271627,4.486072984890931,0.2333733730900498,0.0641196812540426,0.2377525833303898,0.2410271662986514,8601.554035980866,6203.182528544289,1317.2497846391816,0.1501079898241578,0.3083882084838829,4895.98605789373,13274.43207527592,16824.307421533937,5409.204192107784,1
15271.228072725358,15150.882135502145,4590.029999895898,13863.921970273455,11192.198854056543,6239.700193125705,3818.1353397241287,1044.4413350435138,4.743706812810173,0.232940780879789,0.2285433844737299,0.112310089801366,0.3221441736003099,5395.844252384908,5936.752595093702,879.2307049540971,0.095411746447193,0.2711274752831794,3623.175003478789,17247.911074795345,10633.928637675544,17968.842896250175,1
21216.193696449245,14236.19511508421,6002.547635600758,6844.645165525951,15774.56736561557,6295.520032392046,5473.594496052213,3357.20514575438,4.812171119988485,0.0966217410102021,0.1069527130488197,0.0779942763851887,0.3034788663028062,11115.988110730364,4734.527412722581,2213.506969682096,0.1942156346934012,0.2925365759974752,4913.049875651622,20086.897322944063,3975.7703131272633,9377.90213439432,1
10291.478692583856,15810.087196556116,6336.492850532217,13300.46289685821,9362.823714341435,8923.027247300291,4976.294147070157,1794.5651214635802,4.571182969957206,0.2471198016675476,0.2057273802929354,0.1608268207615802,0.2428444754960456,7189.0397305606575,8337.978466725266,1253.5757568747529,0.2026456828973122,0.296801316188975,4320.171337311894,11410.786224592845,9694.295125763892,19514.66802893361,1
21274.099560265087,18881.76010288676,3731.599132561996,18860.89192999183,18218.967066706664,9233.260619068902,3478.152875478728,1212.2149403840176,4.611223590260627,0.2565045311006186,0.2173277727469009,0.1149748197678737,0.231214656199109,8567.182920350839,3977.867911724748,1008.167889895186,0.2185996180077787,0.2838354997278093,4049.5984529598254,19313.74976454791,18612.585958208896,8156.503015440175,1
9523.072390293542,20170.59678968977,6373.342850335753,14188.124297318234,18919.798352654023,13694.015653654826,5324.464743049902,1342.9458475980016,4.492750755963283,0.1447587660062489,0.2488911045228684,0.2564976171639956,0.2516113560400944,4602.934023681281,12454.448278662128,1039.7192731793248,0.0427799791769199,0.2706002834708293,3474.9562161825825,8837.39921368561,18002.22932540105,22059.447717162697,1
15420.55514238825,15356.324526914148,6162.770784954934,10710.550292194226,9494.089660443453,9532.908642109202,5484.235199112374,1716.5695568975227,4.85821376871478,0.1660003699450325,0.1459609757921279,0.0749164690244899,0.3520860425730006,6483.84611633393,5909.15564337574,1310.026155656565,0.05876746005827,0.4384095844017392,3986.29252019536,10622.665523386351,11711.79409123216,13704.020095325264,1
7197.37904440505,5102.1046814396805,6720.974537861449,6106.022229787801,14332.944095343084,4426.590749450446,5698.46258433605,1647.9488932500908,4.573318312514457,0.1653225790698915,0.2435866781901783,0.0816520923065972,0.3713860910499506,2296.633054402208,4438.375832253185,1104.2965956183118,0.1087721441124609,0.4474628394985882,4331.353113827045,4759.187458453103,7907.048227538953,11976.416739606171,1
15469.175063517145,23767.779789163345,5493.208596472195,21091.0658330138,3849.251886336224,10096.10826013718,4175.518820251573,2100.063653894606,4.811716812700987,0.195939182882536,0.0298087550878165,0.2472582422835459,0.3471262249874672,6627.773323197612,8004.518970363421,1521.31455170944,0.1071777410484328,0.3739769937239987,4923.53332317308,12033.153637440915,10140.558893761454,22394.79653954596,1
23119.832192989583,34975.599294485815,7497.99525670434,30049.137949471828,20078.52547102413,10862.932331390735,6157.477858131619,2275.3647823846727,4.261308429372168,0.368597193664762,0.1423345259574701,0.1181809432544403,0.1583453265701916,13198.581064435964,7503.134414328848,1746.8953038090626,0.242619214042196,0.1711870450037032,4235.824098244981,21136.163152116744,9899.672070659868,15895.360091044726,1
31957.05986213525,36203.03074779252,8440.386329884865,28413.81462608445,24568.48969627745,7112.280882545451,6860.862550611266,1462.9376474153871,4.388326249206578,0.2406824386658684,0.1515307749474492,0.0481181911882758,0.2654454132444919,15816.109657605348,8276.683564483854,980.3581159043964,0.1559252641218273,0.2446420977098104,5060.436525142299,27192.465146802948,16655.86570994396,17585.024229336002,1
37083.206299590645,45867.40894877395,11312.43714502698,35244.7049725712,15358.386806087645,7299.76522814561,10265.07134645,2523.3909455997195,4.727317103407715,0.1869039861541776,0.1462285677439613,0.1029777786117556,0.471177793894578,15950.699071917654,6946.654778605269,2460.4466663857584,0.0862968943271193,0.3818459612479465,7010.529513803359,24020.01463584236,28658.2881593476,16229.274762243123,1
25956.79274944109,22330.55396085908,9576.76103839124,24243.93882227892,35635.80895831947,18840.92414499164,10481.965846112524,3352.9276302046865,4.926474308548184,0.1037181460368431,0.1679191779861296,0.2205013891689558,0.2963050787077617,15400.01366967299,18620.383141235103,1979.887047926256,0.1033517425344719,0.2068379000398445,6495.48820798453,16538.087554824175,34887.21723760295,22014.494215341543,1
45528.79308774448,65597.4057476736,21157.061387595422,67007.89277469694,35799.07471496952,11615.446298782888,16743.922002700958,2703.281933897724,4.239665001818716,0.3485907298316882,0.0902812920058935,0.1026901560906807,0.3523456381495284,31537.13637878553,7233.953804742807,1816.346954408716,0.2563439608803728,0.4324891811523257,11360.288946668576,24761.13657068484,16677.644385862688,20188.78386566536,1
51295.28641537312,55076.26768564229,19476.162013602105,49118.52501836074,16028.883699450473,23027.85194259384,18629.188690346586,2490.407615836488,4.3285859626049366,0.3161148524118528,0.0908460426273867,0.0853553281073247,0.4100569661833497,26699.92563907256,12981.396322555462,1511.9335085257735,0.2858878820281325,0.4683230615082503,14562.453797483253,28312.973493252102,6866.913896679221,22515.692197425826,1
47159.50935038466,37591.66602189723,14447.393875514275,37862.72738375063,14713.894394480856,23674.425626463984,13708.982846980667,4996.484058754545,4.596737364320245,0.2321001607288959,0.0904242459167496,0.1399182250170058,0.368392210524994,23271.880953964504,14525.533322002617,3318.2165286122868,0.211480750554424,0.4621188938273952,10634.041579070656,23212.00680078225,8821.440384074192,10600.670276188908,1
51023.89743407779,34725.478932144535,11661.66037382654,27819.765589967094,24157.121100657336,14191.691347945009,11187.67825293698,2500.3906657528555,4.897163934382609,0.1267106153364574,0.1838552165137686,0.1374428126847697,0.4047527419532738,28316.082504298625,7922.142520970724,1892.1427428587967,0.1791416477455381,0.4199462339535197,10445.485467735069,28454.042920427204,22814.23632828924,5722.741456615171,1
48995.92387043052,40767.41816850203,12706.5219467934,36646.34068685127,23858.26116748731,14591.861574890583,12514.935183795364,2793.6478639986094,4.861657884422937,0.2426258437246671,0.0889627688154238,0.1066929805749948,0.4744391499915109,29204.38462557988,13642.99119278188,1575.64610352377,0.24281937568708,0.4886832744198682,10565.496576339568,23272.92883623569,15022.658246230689,20636.67408017033,1
43101.76142762927,27258.83935821682,14085.774499731027,23391.51069348063,26987.16062706707,9906.13500411916,14166.495665447124,4098.072881281408,4.812912566619145,0.1215077006798391,0.130987965996021,0.105254019022946,0.4991798978506524,22766.05374097812,8625.60175308279,2234.0184501818653,0.1807814549721816,0.369337292768686,7472.785871831303,27396.407180238333,32426.792738616503,10971.932979151909,1
38526.015194479936,35884.466579264845,13164.867189136365,25281.08315256557,22363.738324750564,30402.27690165211,12008.77906897406,3813.580364352804,4.836463145309243,0.1032899471281356,0.1306348647366267,0.1885922639979482,0.3440439352018024,19349.67768977676,19206.074665015592,2482.8525941273665,0.1486081787927999,0.3913053243528065,12442.837133228377,21064.585816916187,21530.84884070897,25448.67778537523,1
11704.405717826632,12303.162690582869,16310.447386074531,14701.285878375176,28595.7099716158,20570.497272106382,13790.940767768056,6768.350323082514,4.974448020892276,0.032969837516635,0.1505112780131868,0.1226511021418926,0.3676098082863003,8610.849712135734,12051.367432637591,4439.639571295708,0.101737489462515,0.3851032582155931,9518.458826590631,6535.232317622111,13399.954505934613,16784.867461555525,1
34010.84526441024,9238.355673094447,21609.54815140991,2653.226778678551,13858.805255496589,30914.837086701224,21194.89692341368,6671.8144690879,4.876134547389968,0.0075266081735477,0.055429563401999,0.1768831936529942,0.5437711344377735,8975.964075882583,21745.458014399203,4586.549327640218,0.0709680779367644,0.520723201029603,13373.676705503283,21940.572037818656,26658.16370581143,20097.355928922032,1
18627.52140793359,12233.414004081144,15370.61879348634,12549.399101344805,18430.290253473235,16736.37670985774,13576.01798538719,10780.163600866246,4.84734863454664,0.0510472812644701,0.1178107406883667,0.1399007473376082,0.3160438072176036,12942.146474750878,8850.54794662892,7407.468702835617,0.0941514419130936,0.3089789414083696,11205.08810908375,5692.979551152435,19102.55165017204,6074.474313362149,1
40127.08857692122,26886.260730310383,14297.25145863204,23399.320269314994,24046.756104699125,9674.006883761658,13450.943892063327,4800.854431778668,4.935712994677687,0.1323893213984657,0.1613678795562515,0.0903433502547541,0.4668520325890102,7171.694160413641,5923.571691876034,3800.891056135918,0.0502392385051871,0.4847890993617916,11991.093705395087,4905.893939242186,18060.802146300164,6973.200880945173,1
27628.69752947421,37765.07128277897,19177.571588040028,36093.79926763561,22194.649604256083,7823.095171098675,17849.885730972528,7567.044571441946,4.399405046913384,0.234210761612304,0.1023855106082386,0.030367155094665,0.4781480450175944,25237.748878108465,8574.346948746776,3750.9560293563854,0.2149021774296215,0.3823244998255468,11980.780222154792,25752.191923309143,24299.96197950319,13508.054323079848,1
