,0.psd_delta,0.psd_gamma,1.psd_delta,1.psd_theta,1.psd_alpha,1.psd_beta,1.psd_gamma,1.spectral_entropy_value,1.delta_rel_power,1.theta_rel_power,1.alpha_rel_power,2.psd_delta,2.psd_theta,2.psd_alpha,2.psd_beta,2.psd_gamma,2.spectral_entropy_value,2.sample_entropy_value,2.delta_rel_power,2.theta_rel_power,2.alpha_rel_power,2.beta_rel_power
28,13161.685643100996,5977.98082896279,9583.59185487859,29554.833678259973,13739.849257008727,13748.4481539295,5600.577701727405,4.933981119526572,0.0855521270477334,0.1002206378357374,0.0541710896826292,10531.89958892854,22072.656669816257,11808.228767142602,18203.28311846162,7462.317758326615,4.906786448599109,0.0,0.0990363454621608,0.0837646584726635,0.0332605988157787,0.4926695264772215
29,22340.383490275344,6082.080104895388,13791.403192397096,9101.815202817475,10982.523891623452,13467.590665818318,7156.684468846841,4.933616526316204,0.1156433722033668,0.0893513669656074,0.1267475628514599,14322.519410661604,10539.999222713754,9469.710023589403,13790.461211958209,11734.200061673926,4.550766581886155,0.0,0.0860726260723693,0.0680977613620113,0.0566508546288988,0.3962412307260847
30,45041.42852644967,4776.657055921127,55716.67242408887,25812.19190280069,15450.23770249888,13128.36088070489,3767.731970522876,4.553360668402166,0.2436910956214743,0.0518520424787329,0.1096786489062461,51827.55926973091,22931.525748997483,12523.363069109597,13886.464320885336,6608.390712571388,4.718047133277227,2.302585092994045,0.1800219715112665,0.0480873887048282,0.108399939933467,0.4341525235860122
31,53123.134499617954,8236.31177057979,61980.1843802411,22545.52432421996,28423.90482132362,12360.32824045486,9127.641396089412,4.886787161480725,0.2489446163768747,0.1147593842915962,0.118172662484469,61925.71073129056,23249.964375406147,27682.79042324872,16297.150316441755,13102.224353409936,4.918972890276427,2.4849066497880004,0.2057168942717394,0.0713121679886647,0.1023740761560414,0.3716052024486042
32,21652.47238712897,9815.115539613184,31565.9693079171,33246.69626052683,20875.614532918367,16721.538223958858,10178.69031933661,4.892202388564379,0.1465321520059302,0.1299393201793389,0.1663008009071839,35614.29032742267,33109.71002465336,16292.81783466984,15540.026284412805,12838.859809543308,4.852723803430658,2.70805020110221,0.1439989360499536,0.102564294368004,0.0951983395330623,0.2888626439112959
33,39965.35760263924,9602.176027687952,27805.34864301926,19598.97255908413,12213.059511806676,19255.17340572853,11638.905798826818,4.851400882005764,0.1304535890938033,0.0586930765671365,0.0918847802254474,24837.72955614404,16302.380041832026,14301.605498166202,18599.518390975576,9482.800235086546,4.969281931668505,1.9459101490553128,0.1486431810477938,0.0605544483340371,0.0971321598395501,0.4602851143944956
34,27029.89768082779,8522.309566323152,46042.06012343045,23324.716948444497,20054.43503593346,18841.222858462457,7803.784379515651,4.666003388049606,0.2282578884782391,0.0675290266282816,0.0986620175730968,42391.05308502502,26428.056380957936,13638.54841294736,17913.36305979217,9772.16653272137,4.858278276457853,2.079441541679836,0.1902724100404243,0.0875226711632711,0.0766432613850564,0.4210711036679512
35,66867.92385440228,7517.965991166042,68900.30111137511,16067.81328938661,25081.915657666865,16276.378789936907,10063.159789967787,4.425308475001767,0.2985799423011185,0.0793244528235479,0.1675472219167876,60438.85065488825,14747.93357122505,25418.78817876468,13769.216689743214,8636.592653548229,4.466200686015983,2.639057329615259,0.3150206301663457,0.0822147834374301,0.1811526510723572,0.1984940458514077
36,45672.061949090574,5136.4089867657385,66988.67975706454,12719.154171925507,22445.20262961826,23580.32176435842,6877.408289286475,4.976538191588946,0.1405679475541199,0.085308759777313,0.1364829810682616,67496.88736329925,8347.23584544196,20149.808144312738,24536.9939056727,7638.907522693915,4.872453496184583,1.3862943611198906,0.1484131949173188,0.04773111308632,0.1468113580365577,0.3731555107314856
37,26966.418048632444,8637.271486056949,31181.029127583704,16027.534170591074,23265.248961720747,12805.93919607178,10630.74766804035,4.689322740977804,0.036466115724505,0.0572318484029006,0.1120315935528567,27208.977626285254,18197.27153313114,19455.26736480059,14405.087577568722,13706.433194519315,4.695946184730516,0.0,0.0216539591682657,0.0631039497567523,0.0885446786734673,0.4659611287238028
38,21814.19143941321,10505.33706856746,24178.014631698345,35047.83682233013,24734.740227751576,15682.331314164345,11519.330237640896,4.922663890072921,0.0543366682232651,0.1852745511297768,0.0623885612959047,22586.5853382918,29410.049265649537,20022.87904909078,19130.115092522265,12184.850123187982,4.843643841436045,1.6094379124341005,0.0277786773982056,0.1373070925468002,0.0503566646779518,0.513236680537839
39,22475.29758550053,3686.092544336989,22285.37660185465,25690.766273501456,17346.301218199096,10350.071237389588,4948.785041163244,4.795937051943445,0.0715685036029813,0.1345439882295826,0.1678762299559024,20986.984008294025,19975.734765797613,16987.621411464013,12802.23456218933,6155.58067325026,4.978033943365172,1.3862943611198906,0.0481348273860908,0.1266019936098058,0.1490573070776066,0.4777526752124955
40,45014.04093716914,5500.709928848596,48329.53581375285,29422.5776246047,14966.887072686011,14113.470729361026,5603.461758380302,4.736253751086738,0.2729500249454333,0.1901099604987412,0.1301989439980784,47995.39399836867,29162.379016425035,15908.33584643595,16456.56145804945,7205.190213672809,4.92899737676368,1.540445040947149,0.221063860506732,0.1712086958437596,0.1190443719313338,0.2674034303089249
41,40294.19038313234,4688.227295385544,25912.82635705408,38796.35987554045,21018.360891725926,27066.91195563462,6122.779500457775,4.854471516835801,0.122594125218187,0.1050144462302489,0.1178075354106943,25794.969552113947,32997.0115090898,22837.855309161783,26077.44761616209,8646.589540851824,5.011393509789297,1.7047480922384253,0.077917611931781,0.1187930447825742,0.1087869351878249,0.4166473765304847
42,32409.16787346261,6053.651630523497,30631.29408753076,33947.014317968846,23546.922483734783,16671.12448688509,7649.58440442501,4.653528695851569,0.0779943374816126,0.2897591895043555,0.0852354956222398,29761.644584942125,34209.93106548654,26986.91194349624,17488.183831311235,8743.949315433652,4.79036011868992,1.1451323043030026,0.0730855638356973,0.2753060289986531,0.0660069229119291,0.3465667978862706
43,62987.251192856005,10338.736143859824,72295.22618005075,49227.27237101598,31781.45449041017,15170.31666904557,10616.522340954947,4.816635076694597,0.2586076838756721,0.1383289344052269,0.111497722155361,71807.2840544481,49658.19720236565,24224.955689256,15550.336831846042,8934.543174118024,4.74520950208646,2.5649493574615367,0.2878813935220599,0.1226094516308351,0.1008828534073798,0.3255071231367201
44,29678.69373940152,5639.182077620611,34274.82613444991,23546.16459393733,36723.81682459174,14230.875896085725,5691.613619603896,4.885116509995865,0.1073334765736798,0.0751355241604211,0.1559154347472682,33863.24802383906,23629.630872926187,28746.18146721459,16360.803786007107,6060.34123652091,4.758691843141143,2.639057329615259,0.1290456618975306,0.0802924057536272,0.1137690441155427,0.306248674262834
45,18716.320948738045,6225.321482574487,29537.94490319068,21650.153643251026,9589.621745472235,14405.236894927948,5540.1195229119285,4.813120810630455,0.2139799447401415,0.1153496527132963,0.0403093706044282,35552.14949250821,18300.83596235851,11560.58956181159,13370.843380251226,8440.23467731122,4.794046852270975,2.19722457733622,0.2115300484444852,0.0742393906989656,0.0464462980305463,0.3688325173825763
46,52636.37468117194,5180.677449256514,61730.65512432326,18309.910512621544,22389.36921071277,12772.358923643958,5059.513543759631,4.8192385139979015,0.2850308357676039,0.0868673501480767,0.1052091290870342,61413.27684196546,24311.77026435177,23511.23626421714,15786.844700832398,5678.391859383559,4.767331147144094,0.0,0.2603492251437097,0.0801468879834646,0.1081604796740484,0.3705327202830003
47,35570.62306627144,4280.273996619613,33640.02344736457,24741.668623479043,14068.995640088046,9812.84869940678,4083.492332002778,4.807907249575922,0.142103402054024,0.2202419206564884,0.2611411006236355,31072.9749702157,25662.1412750548,15292.18507365186,13486.394268630203,5208.753172995392,4.853330018278567,2.19722457733622,0.1184129151059758,0.1892425606373093,0.2340229507504595,0.2728947601075432
48,54861.61980922008,4800.295581456149,72670.98160592168,30446.652821349137,10090.267349381962,16296.266534809933,4641.125103449706,4.531012787301245,0.3164065085093205,0.1217629355048784,0.0546891831458845,69136.98357961189,29513.545817670565,12427.07989980847,16477.73696331633,4895.778363582315,4.410919949596289,2.3978952727983707,0.3356835596684338,0.119890803127061,0.0589741241234776,0.3902298604097484
49,53935.82353159015,11415.957434841006,57581.99498559875,33217.34833101333,15029.654731376457,13217.825105655698,13026.460577032249,4.908177634909728,0.1050776167202589,0.1666613990087962,0.0366910826136986,43017.41576595436,37645.82120747686,16833.720530519826,7766.206402529954,13530.646330846206,4.771733722426146,1.1786549963416462,0.0972861773645316,0.237241626924343,0.0395139956226292,0.2643204616002578
50,20270.73216435836,1076.1660067106648,8100.013182031584,6746.207377146787,5878.568022508612,5374.507550111988,1254.1801261038402,4.889031719122804,0.1809110521637253,0.0601480084566217,0.135519192165197,5264.176594481825,7479.547824283592,6496.743342361465,4408.216351040206,1405.8400555822552,4.84319733125344,0.0,0.0757516074491707,0.2175255533908656,0.2202744349622287,0.319190707994869
51,24774.61276769977,2652.857508087136,20557.03150200425,12629.019325058527,6433.661019611992,4732.14166091003,2136.34354136345,4.6602975654478005,0.2459846478416915,0.1065197333020428,0.1070016872130831,18129.869692688764,12288.745458958483,6869.996082720189,3914.372331957813,1804.5501187800164,4.621168009181331,1.466337068793427,0.2749006989798581,0.1050335960141508,0.1291759972508024,0.2846734079462509
52,18464.73571245509,2317.3713682682173,15336.728636604998,4521.628658989801,6798.640945214538,5669.455802535816,2135.708726006095,4.737579174199403,0.2201750084862885,0.0580575965210185,0.1069231230613036,15038.164795041916,3567.4553199031216,4606.379077468692,5102.329705264375,2142.045436795661,4.692999097413546,1.6094379124341005,0.2475389139720308,0.0498187657853932,0.0966528449312321,0.4365833781076552
53,4830.98001738378,2290.8957005177112,9946.901233556637,6311.321561247823,6571.894673922215,6480.882003349535,2013.8411938916825,4.917896692881149,0.1339317027302007,0.1188539503150817,0.1381862881656625,9567.257756657902,5892.079967727957,5346.27269951033,7031.8122367219785,1753.6819319268905,4.968965009337235,1.0986122886681098,0.1145873852743755,0.1338697746058093,0.1086154684876009,0.4712756261518372
54,15818.836260233098,2027.4126626966704,14878.716596992192,5525.958200758373,9245.503202336831,6450.058155405979,1747.536046520907,4.721932794015117,0.2553012494537378,0.0542827680113104,0.138895422292491,13353.668776070252,5965.421635247378,8828.670809073074,5905.789146927919,1617.2859511316751,4.745932922413669,0.0,0.2595273119378048,0.0534773560779357,0.1434842636920253,0.4639899065458518
55,18034.30006732125,1453.0497870669435,15007.324681648086,8171.316155187565,5516.93889402906,4744.185654955607,1900.701157537612,4.900695930193331,0.1523990448815555,0.0787308194724202,0.1460341617669998,11510.607683703432,8266.705520702073,5288.487384108125,4472.510112955898,1647.0979820437,4.919611603465078,2.079441541679836,0.1206040800004837,0.0861895943164906,0.1705965814716478,0.4136296939911044
56,18164.727608551024,2241.1221783096184,13824.17738215243,4416.126872258793,5336.705150173812,3597.34173145872,1875.849641812492,4.835374189155901,0.2291110529587791,0.0527542938149794,0.1295593493618794,13587.823284899074,4871.517749008158,4747.884172314433,3576.215911245734,2062.549786702536,4.786426972953352,2.70805020110221,0.2355146824475674,0.0450121507626601,0.1109646416538059,0.2864761235410936
57,7869.791925851055,2067.595011211165,11351.462628482985,13393.94077797137,5646.16748706036,3517.2821584671374,1786.2560589556483,4.8110053070850745,0.1806380103534871,0.1442677897125495,0.1385258826488861,11422.377122085934,12082.613515430652,5234.587603251754,3520.1779638099565,1524.483417697703,4.812182199145012,1.5260563034950494,0.2051422303251342,0.1391833569816119,0.1356348951066219,0.3419285797870524
58,11041.323659967427,2391.008215498092,11403.87927797921,8509.641479747674,5322.464615911623,5699.281658602111,2003.6250877986472,4.8313334241403005,0.1097824859288063,0.1936943421241062,0.0935728252840985,11788.160593232276,9635.878314331134,5855.139758584708,5315.81600453415,1889.3391155356485,4.833051886552681,2.302585092994045,0.1148581211784485,0.1814388792734364,0.0998723783971436,0.4517599969502354
59,11937.510283611013,2714.4450726954383,11159.247410563725,5697.957754853488,8225.975607847313,3684.116520990788,2744.5564822279243,4.789086007437356,0.0900630713527042,0.1026280997201758,0.2685022459258995,7999.533912979952,5496.892305927285,7469.095221361359,3182.495853555264,2375.0076557233583,4.790876016787589,2.772588722239781,0.0724099218943469,0.0993848206283456,0.2826688793194125,0.2399950262554028
60,19777.708469519806,1642.5272683913663,15262.079791153126,7094.543031939477,6191.601493197512,5921.4532764479845,1751.829555217398,4.787111122622997,0.1632662340570628,0.0858859245347185,0.0269449737199952,15829.841453690122,8164.085374040912,5743.955501494893,5288.402742623842,1606.8831225480542,4.775134404284851,1.3217558399823195,0.1440892655391164,0.1272956157688324,0.0342735756283297,0.4804061255813402
61,11817.799336446204,2221.66230919139,6774.080792663936,12254.44590094528,7338.357910925578,3848.288327911483,1926.8485807589475,4.510502984859197,0.0750240543113,0.4097789077185246,0.084916010136492,6051.330701179375,11850.88470393192,7150.599591642173,2924.7032213986004,1724.8910442321164,4.328842900127806,0.0,0.0865532761105766,0.4648464991282875,0.0895244657500481,0.2665094118046926
62,23976.611254084684,1417.9206350683914,19410.776806290025,6463.304666807597,5944.243482202438,5639.25487841419,1217.8551883394146,4.759002277165161,0.2025367692325898,0.1334730873465072,0.1073200171738583,17607.198278514166,6919.908617860812,5753.656936225481,5778.0806483447095,1281.4773077943694,4.874254650417512,1.4469189829363254,0.1945719332231623,0.1336431334969147,0.0902326574493967,0.4361725010110465
63,14140.886218757358,1649.4964201040316,7182.710781673555,5194.880764896729,7362.91280529849,3562.338064451303,1634.4087791225948,4.982483476617359,0.1066720052385219,0.0717286529682134,0.181932378525794,6467.710053582337,3292.610774404586,6260.192617887991,3237.120119882288,1581.5739634808806,4.9578706704215065,1.252762968495368,0.0886765485764141,0.0635023352759647,0.1731567599965555,0.3582704281438712
64,8190.289954074818,1321.8247037296514,2424.789042894832,10822.472403764788,6690.759417930414,5278.421693806415,1480.630277300663,4.855519876232912,0.0187133138604421,0.1563142555542765,0.2071040286650678,3724.876869077465,7561.328507505806,6874.57005361054,5117.184073450919,1761.0846894574445,4.907580000355958,2.302585092994045,0.0614262085974788,0.1132496816063167,0.19630203755664,0.4649413299346326
65,10293.598023633163,978.8025354626244,10745.210707454464,7280.21560579882,4987.683419626651,5506.129579546516,925.2345510426252,4.888773056528202,0.18165196880222,0.0670881554751828,0.0866288423456308,12287.325778070785,5353.482666516492,5266.440320677043,5543.989238060187,875.7678834986956,4.7458793492771,2.4849066497880004,0.2225907453390753,0.0477873392697437,0.0986957289180178,0.445181536018069
66,17274.09056625751,2715.86218125412,14346.23999370596,8635.166100254235,4670.775401885843,3663.734950465436,2011.895659796284,4.9016999255454206,0.2637886846379296,0.1415664298162242,0.0691384956656484,14454.698797711815,7035.482730401022,3657.6013343549535,3595.067012857031,1761.6651478899328,4.924502663379982,1.6094379124341005,0.2214864055624176,0.1607187066567169,0.0527567468881875,0.3431529674684592
67,13897.50505648458,1917.9790226923783,5693.864303134833,13159.966216678731,5034.701043825101,4083.87571393216,1218.805564952774,4.693467941963371,0.073107348404826,0.3416514258182813,0.1103152917880619,6726.313278847307,11585.721143118,5247.511628617286,3579.814325487962,1527.7420511070468,4.840407456399264,1.540445040947149,0.0855788451179082,0.3040758822979162,0.1284275451286579,0.3204570435972027
68,10585.919335707133,1493.139679146254,8061.146529580921,9692.881608633346,5504.045840648021,6284.572858366818,2048.11426276486,4.860280073745736,0.1383221922475152,0.1749978556694944,0.0884708068745088,7271.05157513023,9217.541144444502,3679.2369200202975,6005.068819382339,2153.62757679018,4.612148176867358,0.0,0.1365610494991604,0.1884782127006643,0.0278051750056791,0.4611866304321598
69,11795.24883963685,1412.6537492564585,7629.604899157374,8639.268416943627,12399.14732137927,6652.697795039813,1845.826748853802,4.873245817698679,0.1040735587255491,0.1256865542303247,0.1405675479177731,7420.266237935191,8236.660393032853,11153.299936871916,6095.950135169326,1793.64639906175,4.887603865938754,2.4849066497880004,0.1092963870211195,0.1519734346177846,0.1178523356304624,0.523419618894521
70,20526.25309626649,1667.2812098349607,15185.495841491364,12275.891091001544,7380.917260455092,5216.468609459361,1299.8909920678302,4.784858525515708,0.1241461106316765,0.1496199557379137,0.231554930931974,14176.20899049776,10551.333119235664,5626.177609482831,5461.709280881503,1189.4268697672078,4.895994576742978,2.70805020110221,0.1364301639564656,0.1590530958411845,0.1701090312916335,0.3732817539746924
71,17091.774314542738,1764.4150181310338,14589.549630476153,7601.826409853231,5223.213046827618,5788.471821815436,2038.6056267036988,4.876466256321783,0.1970675029314601,0.1116376853256764,0.0438175835529304,14984.244990085052,6287.456414350075,4995.056986590006,5358.008658980857,1868.471220089872,4.764708896840369,1.791759469228055,0.2256935619679655,0.1022770561197765,0.0580703288990964,0.3018031216335136
