,0.psd_delta,0.psd_theta,0.psd_alpha,0.psd_beta,0.psd_gamma,0.spectral_entropy_value,0.sample_entropy_value,0.delta_rel_power,0.theta_rel_power,0.alpha_rel_power,0.beta_rel_power,1.psd_delta,1.psd_theta,1.psd_alpha,1.psd_gamma,1.delta_rel_power,2.psd_delta,2.psd_theta,2.psd_gamma,2.delta_rel_power,2.theta_rel_power,2.alpha_rel_power,2.beta_rel_power,3.psd_delta
20,16205.157760732256,14935.35163620087,11023.12269686542,4517.605754424612,3628.882441338415,4.438389147539293,2.5649493574615367,0.0739346551932289,0.1611620646259625,0.1655707133476993,0.1848208589343916,17125.400078728613,9068.09089235302,8096.97073996002,3382.500136140816,0.0899508107670388,16052.711470575874,9161.403591571656,3413.718631909301,0.0991209355909207,0.1043219388565376,0.0880698784286005,0.2192640317194065,15650.695622534951
21,8307.336370054645,15838.245030972388,9115.388172490886,5986.176496115348,2369.126448027544,4.889703319438019,1.871802176901592,0.1013548204306643,0.1631619492065216,0.1182743131521688,0.4614626852046038,5987.325726005491,12843.224065624396,7596.549607033994,2146.7571958880885,0.0841815461763866,4754.091763620486,14379.94399198165,1906.289712110414,0.0526718025454706,0.2163333668058188,0.1463667154057553,0.4133173204459516,7877.543188898657
22,15541.068177052532,19795.091301881064,4576.997602138593,9840.166963173566,2611.864133709744,4.792892486068738,1.3862943611198906,0.209495500003587,0.2158029617899756,0.0917264261473069,0.3714550545309835,17956.75951469438,14066.603009313578,3539.8856669467173,2634.372106087545,0.2012508237370883,19697.48158578272,11374.677494618303,2242.6279085855986,0.2288520807699884,0.1967956641442159,0.0964580384768521,0.2534652412360222,12928.252397785667
23,17238.02556271098,10755.232543750984,12061.664941975509,4898.419836921892,2030.386185467857,4.628692208841363,2.302585092994045,0.1761341602785577,0.1618063758949445,0.2312389375915481,0.2351665143308355,17005.056512539413,9339.56881266992,5437.076666896141,1996.803729499932,0.189496423752171,16082.503805947854,10241.58155524447,1977.9858866471247,0.1503143703043437,0.2104550063631055,0.137212507588934,0.2373068119040037,12738.158587582411
24,11606.255395212058,8312.189704652455,7428.260393043411,7007.160481264269,1964.049120847432,4.941559872022418,0.0,0.085261047723893,0.1514829293943351,0.0365674562785609,0.4154819801527268,7983.662693245095,6224.1188066940485,5511.128933033786,1803.6472673486023,0.0802660012134636,6784.7319782038585,7926.651310578775,1948.4561353802128,0.0748076760917256,0.1254617098266021,0.1538566275291303,0.2368283329543162,6563.009906998945
25,16699.969101512423,15830.166118676952,5386.320784860583,7067.378715927178,2025.229492948445,4.850711001078483,0.0,0.1793870122139864,0.1766446974364494,0.0751906058078219,0.459010411910773,14774.952418665398,9065.698662057928,2903.519705543232,2401.239131879569,0.1583414386626594,13881.304363925829,7579.6160746278065,2391.759636459725,0.1575189459402524,0.0998069773165292,0.0265854007265525,0.5349321279935334,11762.58836980902
26,18247.117341432862,5811.633772327488,5506.721716106581,6677.388232450751,3458.2642873131367,4.600327155415833,1.7047480922384253,0.2828363331596278,0.0688360814658901,0.0607175573009413,0.3081541439763052,20493.146032439334,5602.510606124959,5606.400939647582,2305.42466009838,0.3126700911408848,19967.174416337617,6561.725415768675,1929.0768172305548,0.3063668587035972,0.0892378450223595,0.075987517875778,0.3374280684261285,18234.763799048866
27,7330.025926536005,16787.452950224502,10135.33141739582,4528.573380655808,1546.0491394047156,4.780111580253873,1.791759469228055,0.0889692233664539,0.2412912768073514,0.1785241285784619,0.2411933640109021,14603.339611595173,9129.513053743543,9867.344792358308,1657.986911158592,0.2675218825216326,14907.38972756566,8589.856046556799,1510.4867726211323,0.2981595459758226,0.0752235809726015,0.1888630857759635,0.2952970858671163,14668.27313478872
28,18980.053072257524,4929.629776996521,10834.141835219909,6498.271973683226,2863.9912474704065,4.6777282953975705,0.0,0.241363587321552,0.0431176953995962,0.1521876174705254,0.4010108196223129,16470.944670246787,5147.457439752761,10858.476472845958,2884.0843094920606,0.2021708098178852,15216.86585581471,4468.391925679759,2615.8460625583502,0.2036706157006845,0.0328188033742677,0.1520375336506215,0.4544166181997485,17289.82387424689
29,12497.603035427115,11657.24939977812,4902.452057225712,5742.872344331278,2127.561256746444,4.734000790121942,2.5649493574615367,0.1901634000948613,0.1813375797186031,0.0402801577707767,0.4845672763727193,10607.178835412407,9876.05418554848,7242.303631774567,2869.196959479332,0.1302800117659344,7249.173463528509,10219.993034385492,2735.3360419903947,0.0960905517385324,0.2294074117960483,0.0846007767050443,0.3921173576896229,10767.638388622145
30,9215.09541716354,12990.759386755122,4643.874366648132,5886.427496905241,2528.424546461228,4.621410741860459,1.3862943611198906,0.1000957869311458,0.3579451911306022,0.0748402178919586,0.2374195351797893,11166.849607294567,16966.492994067903,5596.703612102695,2467.114582479123,0.0736860762126486,9842.145049836015,16237.46543769562,2138.7741929956183,0.0543844880209822,0.401259762537562,0.1137113262337915,0.217536951768512,9670.797017506324
31,13173.156118580557,8647.157961058048,10879.6802721304,7702.87759216584,2109.543782601195,5.00848748625774,0.0,0.0820556139153979,0.2114988512550957,0.2053745471462547,0.335311018182915,9039.178161451771,9013.938951633,10023.211080196796,2125.472631945428,0.0467095518720551,7864.75133514984,8178.282306102895,2200.870793180191,0.050001263477253,0.1534069217010258,0.2003472746445897,0.3987715770622781,10641.798132388887
32,11209.91167788047,8134.11640251945,6132.498577163599,5385.62035077389,3103.30441138577,4.82503232403004,0.0,0.1249641230219134,0.1317574679430085,0.0984789063300182,0.395999571004636,12100.477885216986,6157.959337756564,4169.433028818344,2818.909607330842,0.1775743599476966,12812.866849647777,3397.555888292575,2370.40256608235,0.2234185511093941,0.0216069285377488,0.0611654241862533,0.5325432959387439,10641.434620448314
33,25785.472397091296,21526.63069936109,5944.7021141194045,6851.4087369841045,3319.9946323181352,4.562512255951296,1.7346010553881064,0.1049627345109163,0.1289090045674009,0.0682926064865534,0.4988794122872243,21995.36438180181,11684.433600681745,8118.66698157782,3678.096586558573,0.1026795027057257,19622.88138094084,9140.423330645515,3437.898090961482,0.1257483589456537,0.0696793235557941,0.1623115931504312,0.3947350736797346,20084.67284205697
34,13757.560487420356,11143.330826533314,4606.6954823350425,4300.5294751724405,2255.112829283079,4.615264222017641,1.6094379124341005,0.22011984041284,0.1021105655758578,0.0392140040298765,0.3438797068819412,16975.59560942266,10770.812953077588,4346.214138462109,2608.945114874918,0.2397923254737657,15400.499371892083,8431.52690002724,2626.6107523482588,0.2232432086132516,0.1237779776650836,0.0962454146938621,0.265441311683404,12724.191038021116
35,13481.380114432231,8150.29165149539,8613.29588962521,3054.843335134768,2238.3163121386333,4.60720476433163,1.6739764335716716,0.212624856818363,0.1195976126726499,0.1738369348088841,0.19632157634664,10838.664107602828,14000.546308436677,7150.400612802138,1910.2235183331447,0.1908387397664698,8964.696908022843,15926.62646388356,2056.967357611174,0.1516419199789115,0.3926001034464031,0.1260287191152704,0.2062632741604597,10620.176841024007
36,16382.933297435084,13706.545312743625,2940.149916067077,8376.717619356981,1900.6196839937124,4.442620041951384,0.0,0.1744223511656518,0.1692077142446882,0.0270348950355042,0.4904593347261648,13363.2035979049,10517.7975975995,2283.5745812391147,1907.4871500331087,0.1739283405747029,9649.48117786753,7841.971907482401,2134.826583010501,0.1430561424467291,0.1252905620177344,0.0627301278281531,0.434159773657018,10969.979278316956
37,5758.795972742873,13711.785848773594,8027.0278764242785,5614.090419057317,1836.4232880356008,4.765522709506799,1.3862943611198906,0.056210581881811,0.2772772126273168,0.2028752664931792,0.2750334694384543,13135.938494558086,8479.373175972856,8552.412402223172,1488.4843998172532,0.21821551102843,12826.840900130885,8917.814633162945,1685.073653595119,0.2009410570871879,0.1598279595129776,0.1523147704347658,0.3259396816660132,6466.4699478097245
38,15902.376504841175,15485.64012930535,6285.725528499632,5792.800622976823,3628.157093099703,4.7107814953154845,1.5040773967762742,0.1760367652835147,0.095624542413157,0.0419592305228323,0.3004851257077231,15514.21161035316,9083.633708350597,4049.0964510093145,3576.215261539849,0.1656702279837289,15309.768637157804,7908.691643097263,3409.4450624683163,0.1749658527712775,0.1222783753872699,0.0444950864629057,0.3301648136386742,16332.881385004162
39,6028.244747578103,4845.851226764571,6236.808344097888,7231.968436371727,2040.123554472245,4.911841676495714,1.0986122886681098,0.059534142191845,0.076139458938968,0.1523195785575023,0.5675427045431178,4692.455038782367,7625.80010579994,7135.504947965856,1790.345607566928,0.0562880545652448,4857.255823348244,6767.172680905074,1879.536166152046,0.0616689703890319,0.1008070633692163,0.2292292356274299,0.5045239248847782,5487.454818178245
40,13087.922567117326,17782.79627751557,11703.998420908463,7824.597185256236,3873.722890930833,4.672248182844226,0.0,0.0840956961124593,0.144704186901021,0.1212129521766518,0.318268318911779,8132.863835171218,15765.570608281125,10033.20055486558,4213.841162915204,0.0743578453123469,5288.514289998551,14696.268714920992,4134.489609325645,0.0551924952270957,0.1365844551765363,0.0876908999117887,0.311971787640913,5401.314181820341
41,10176.814187778244,7048.453726064038,6244.228380777172,5683.363514547771,3463.4703219256808,4.473255470872776,1.7047480922384253,0.0626934067054092,0.1541129503228616,0.105768403626871,0.2414041052781511,6386.63267429772,7024.0707766255855,4662.777525812238,2607.070449362436,0.0591289540346074,5777.118099411152,6804.00327735492,2359.770556609102,0.0652122386595019,0.1548981302874163,0.1327822350572884,0.2668194582049731,7546.903206158378
42,10810.80329516256,15094.335942143349,7723.881431562469,6342.10871324991,2080.9289973719,4.950361602358174,0.0,0.175425869645275,0.0824623949945804,0.1788555021456729,0.3584352562028558,15691.858617432395,11451.504053343158,6363.851580956593,2460.612057957469,0.2994421859551752,14876.133350123231,11988.64109317326,2353.2960123333114,0.2814939868318722,0.1129388704375147,0.0467811700881582,0.3315414287886004,11295.11883658798
43,9552.045936266455,14006.17145157062,6860.448689852924,4468.247094009736,3103.823655686101,4.870104525266604,2.4849066497880004,0.0959166485039594,0.1735670860187042,0.1238296160450715,0.3578606520414806,9508.43990673446,12982.06211298618,4295.606644832466,2633.272371877656,0.119287521643174,11564.42689730118,13932.341053957833,2535.713894949633,0.1232510913136222,0.1560614715407633,0.1042966323584671,0.3384715752081713,9779.532671538398
44,14853.505010774705,12769.01836241516,3908.7789624200977,6459.72916901907,2161.1693313627225,4.775539228553193,0.0,0.2120873317118914,0.2109866994701053,0.0149104425206433,0.4226341421666323,14994.23310479424,14486.521482905684,3123.4393546489027,2190.828372285392,0.1785132464684209,14802.08007780262,13792.335349112916,2384.5008961946373,0.1693217216366911,0.1642649760499245,0.0181149898028167,0.475153084809336,13408.689696160003
45,10724.246672461686,16757.113231419276,9795.345140464276,7172.332069533688,1808.3204703295703,4.897587819348825,2.3978952727983707,0.1062852894962522,0.1415128067683952,0.2356307415371246,0.3526697661379884,10376.651120923398,11579.713303221915,7177.010440649244,1960.5093589780763,0.1039023505826622,10677.176200397049,10434.174469130088,1701.6909396982742,0.0929453852911706,0.0768306123735658,0.1825931750757142,0.3601178755022955,13915.898428507871
46,16677.448249207104,9831.139696174352,3331.764671423637,4924.082551398454,2185.497819825489,4.723826616561581,2.302585092994045,0.270883052019904,0.1583979966974397,0.0880407321892858,0.2438456020182237,18068.000236478743,11137.463672958327,4926.212198379766,2314.8948931444093,0.3265879212655705,16864.718525315104,10749.0793144311,2224.591559937476,0.3177537936079523,0.1320438834331432,0.1168179256211164,0.2003648532438764,10486.88149869844
47,6783.325534111474,15075.079024702867,11344.963488993444,6808.333103350595,2508.9884452139872,5.058977192359809,1.871802176901592,0.0466928122991506,0.2292135195652354,0.155161275468001,0.2738473875849372,7154.0585295446335,12133.200662467749,9781.298555502768,2659.9015560362564,0.0828954698272041,6472.840976841896,11973.222092310987,2334.5150510878702,0.0961840984208445,0.211667398923746,0.1050858513320504,0.2602758400712248,5672.195020995365
48,6725.271385096155,19101.891603541146,16176.922816124476,3976.749944012633,2360.076154616424,4.785667904072211,1.871802176901592,0.1037106909821997,0.129885127763599,0.3029658011759855,0.2478514630534988,7024.548091148751,16434.285346936016,11988.524366847596,1971.561573793448,0.0780250461253796,12712.697560180382,15558.829382173502,1815.4054005381893,0.1542994347980886,0.0888169978560449,0.2129332074772177,0.3142616568346177,7292.009582929238
49,9034.119369859292,16744.623207141063,7081.622152675214,4841.497312628072,1963.5616437891133,4.4514922574314175,1.466337068793427,0.0266576526511792,0.3157379957824991,0.0851446788453015,0.3374248095497826,4924.164655052391,16885.652735111096,6159.180844681981,2892.602800367943,0.0263553008816995,3166.5463365075543,16574.83784807175,2766.110140536733,0.012624489126491,0.2823440761607552,0.0701179390489523,0.2988341098097607,5006.455575896021
50,14281.1704342989,17527.928920142003,13016.84856199805,5635.876302961629,2139.738126794251,4.645219352942489,2.639057329615259,0.0807218772031003,0.2489808288376795,0.2469190374886873,0.3398618615712374,7309.497393655514,5517.164692549073,7462.731076737266,1262.7487918092029,0.0426496755192974,9850.598080776948,5291.882261886143,1047.1389460574533,0.0524095432780848,0.1579721320328235,0.2916959590335486,0.4595256341864115,7797.411883993147
51,28806.56302376956,15234.064886601916,10384.687910838808,7123.020821658549,2086.0327075851364,4.774147311479069,1.1895840668738362,0.2348437138935831,0.0727908247348091,0.213673430696653,0.3350965668521739,19510.383343139445,12796.098317855973,7779.764453484645,1759.6099462024845,0.17260228065937,20235.839764057284,11209.0419988383,1509.8439633060302,0.2535183748208378,0.131671659654062,0.1196468925388288,0.3195261027498967,12611.366383250686
52,17289.479099305543,11648.525132816694,6948.236471825655,6020.783158318093,1132.443730582924,4.793262551329874,0.0,0.1593829987569799,0.2090189570349133,0.1536104941952747,0.3426167599924272,19260.62462258152,9074.249030514746,11176.223182075944,1226.5999555714864,0.170204138073959,14857.087694159294,9228.97678325725,1394.5931898725587,0.1262171302827836,0.0602087053353209,0.3239096619031479,0.3143133055045864,15728.53610483268
53,19901.98402071271,8682.43020062683,7211.499576056198,4384.807651096214,2376.328421048835,4.891213872188011,2.079441541679836,0.1502629467995962,0.1845028014760123,0.0627858231398558,0.3322128194275236,11438.746576408896,10524.215723484278,6451.863619734547,2365.6923780803213,0.1076670077405338,9428.285679762595,9053.527678407438,2155.2920880437377,0.1101335086426532,0.3189570041612346,0.0707271118824387,0.2771126483826823,12477.441392143724
54,18748.153965587768,14704.157987039009,10287.959361460067,9712.756640332223,2013.508572679997,5.004849728466622,0.0,0.0969507706276976,0.1928746733383535,0.0962409706653423,0.4949507542617933,11987.27750238266,10566.67244583712,4610.841775892488,1836.165928925668,0.1368949012782356,10450.522111263675,10387.74204995556,1973.02037537402,0.125062401517206,0.2236624945353631,0.02876089730666,0.4737596298880266,9598.009138439047
55,12360.59944514951,15757.3156715054,3581.884120036784,4629.632286395447,970.4963029356522,4.722776841257819,0.0,0.0843082346914018,0.3056225543576235,0.0728515624383874,0.3119845165490866,9949.696202499988,6459.016687682959,2466.8346621223823,1327.205571039276,0.088569887788378,8944.391431222086,2645.510275573447,1499.4880293567894,0.1515273189343687,0.0322052575255515,0.0579531101289396,0.5314916073802127,8301.522945178249
56,8019.333484551756,11580.333562713173,4817.974622753235,4816.635165374149,963.0230250043196,4.769344953350647,1.7346010553881064,0.1688413499825367,0.1995541467135075,0.1202434654386738,0.3799880799460509,4867.91875812613,9290.804962613674,2976.828757845418,1209.102998809075,0.1029222921671142,4451.569682266599,8503.103934976669,1599.1277564354002,0.0988052997253501,0.2347694826897285,0.0344627739615483,0.5116981261897111,5845.432236935252
57,27881.76177674837,23843.770593953635,9080.892602954073,5015.981094175018,1378.1317765356162,4.467958010475033,2.251291798606496,0.2029462154455273,0.1397155094110158,0.213684936374035,0.3152873930567284,17452.304342191394,11191.09935598624,7185.223328674612,947.5166335301284,0.248333730479982,20367.125135315466,8431.362175710214,743.7980454875662,0.278100626385457,0.1287416551311773,0.1360396076381426,0.3410184066223456,16028.84873420478
58,19919.61246514677,15359.985609927022,9044.91416750533,4463.5041031399705,1478.1536143262535,4.496606861612732,1.6739764335716716,0.2409436044757064,0.1747391544298095,0.0949797668358489,0.3519059486691188,19514.868281364103,12194.532144893605,6898.409997336518,1628.7878358093506,0.2104220865947021,16054.777295828762,6534.641179628236,1543.974223039602,0.2001151158822958,0.1111817340156867,0.0519889484888335,0.4301115695914568,17541.143287169994
59,15202.186183210217,22025.40657103572,13616.739708017694,8188.126550831535,1353.1088366149909,4.557920025108035,1.8971199848858813,0.125592633939509,0.3161618074081866,0.1819323532281253,0.2572422031915611,13386.270301026509,20634.49746048666,13232.41084112265,1416.366417034155,0.1223846064064055,12265.323315000613,17927.87659173915,1328.773831276361,0.1326047682881148,0.2982508112443017,0.140541351526923,0.2784434173664858,10223.153235644264
60,24192.36901456269,9818.156461721925,14074.43262312808,6300.655212308228,1667.4772564353775,4.545176789744453,2.0149030205422647,0.2511354123330586,0.0358303955372943,0.2914069731866491,0.3199590457864017,12390.56073417011,10254.30500568597,9744.946218213929,1031.292545360061,0.1292003692135196,8026.960876365792,8990.08874575216,997.6279245964382,0.0572998925788181,0.0766484859502662,0.3383687019883112,0.4589989390406855,15615.29222850434
61,16133.30125858065,30664.42736008478,7337.786427465032,3800.2407629120007,2053.647779807592,4.630047444340497,0.0,0.1302620308488133,0.3228396051845099,0.1007406739282432,0.2817440875288853,6561.71002923957,16724.582970417774,5489.187221069173,1852.314827191992,0.0800194549663525,5130.540929111312,15701.920918129725,1554.0767067435536,0.0631069708850019,0.4491043748419823,0.0843622871558498,0.3058635803242415,8540.920414806344
62,17130.238994764928,11685.566641914487,5404.147978868693,3881.27632536589,2076.2689277452523,4.327525611091706,1.3217558399823195,0.2351858835717495,0.2307627324969034,0.0694511940658161,0.2209544973597877,14519.180626882451,6904.6601563735385,4351.959514718398,1398.9703831285797,0.2688638538250292,13523.279930803215,5563.701875445883,940.6589323539793,0.3004226716937059,0.1610213335345302,0.0740130192603086,0.3009380769190217,12382.006397517667
63,20615.6773383604,6443.353142973168,6889.2649572097325,7370.661507981382,1678.1141764996837,4.520914480369419,2.251291798606496,0.3233389523879798,0.1490686678046635,0.100408073084226,0.2897069624830516,13735.227385273443,5873.241653779369,6751.5267328756245,1959.7078345330133,0.1490610227531602,9533.172398347057,8435.497696976638,1995.877617167561,0.0528436477529698,0.1768980792350005,0.1452611030107777,0.371738238008684,15233.863041162022
64,16109.541946454645,23035.346262965097,13286.595689863434,6011.479747869491,1853.9559484879449,4.7916582021339895,0.0,0.1057698092602154,0.2764340571731024,0.1575645717187535,0.308204326001717,7954.420585089415,12302.866484123597,3616.990746640528,1621.671355245322,0.06372981599913,6012.859255741431,8265.13421291862,1355.0255502674777,0.0696530537716959,0.2094398450601677,0.0978667504273517,0.4252813729818895,6725.033677964986
