,0.psd_delta,0.psd_theta,0.psd_alpha,0.psd_beta,0.psd_gamma,0.spectral_entropy_value,0.delta_rel_power,0.beta_rel_power,1.psd_delta,1.psd_theta,1.psd_alpha,1.psd_beta,1.spectral_entropy_value,1.delta_rel_power,1.theta_rel_power,1.alpha_rel_power,1.beta_rel_power,2.psd_delta,2.psd_beta,2.spectral_entropy_value,2.delta_rel_power,3.psd_delta,3.psd_theta,3.psd_alpha,3.psd_gamma
848,38099.216786811456,24774.43164268351,10699.236474474765,12094.700209928717,3400.65690778142,4.534623315969823,0.2171921407234409,0.360975095745956,39699.3303051027,28740.90902420495,13502.156194563211,9467.826824840196,4.438329374608164,0.2801497281574621,0.2803599028834374,0.0770122574749302,0.2814989323755874,30172.280553273034,6004.11345029979,4.461197567933853,0.2793280147624349,11603.411176047122,7494.006888892445,3663.450223287313,1779.4619150974377
849,27032.13917902309,10583.181527661643,11594.059498552404,6689.4105952434,2608.440878826115,4.73641407479052,0.0805689258835961,0.2912407817171439,24238.85140892606,19022.42188302198,9885.469973133067,7026.997773126072,4.791507068113301,0.0571795418343697,0.2121836204701608,0.0742412902553881,0.2991233461613194,15320.071199217156,5102.9166280616255,4.668121770805115,0.0421663510147075,11468.271361337283,7734.107230220487,5644.683721973235,1318.6608712038187
850,4695.165092724712,12485.80467705376,3325.280878219671,6301.566314050286,3044.333967205928,4.885974128353176,0.0448109861656603,0.3599700357928492,5534.33529131694,17133.113674061617,5385.086840026655,10721.664323930854,5.005139523013069,0.0371446711512778,0.1376215266590428,0.030292852730732,0.4455426125828435,4380.170227441532,10689.85736660952,4.812987643507201,0.0280655513721695,11319.471604545275,8806.862658479928,4460.602306175172,2264.6013594699325
851,6336.286487803681,5314.487334551743,7928.3237674881375,7265.128564668073,4012.050894044012,4.722699748348634,0.038590866342058,0.3437142320460054,9999.144174356074,5285.86997633519,6649.64576778546,10952.138010918918,4.794008321728369,0.0878521816326718,0.0236715271926735,0.096343737477809,0.3033605889348451,11568.779937161053,9847.128894116397,4.719767346410599,0.0931802059969102,10110.916893192032,6235.803702811989,7035.540696357665,3598.7414493610445
852,13219.960714235882,6354.40152617515,5510.302319805368,6166.113212524207,3560.504144052379,4.601117829081971,0.1204740315071885,0.3286451836360375,12712.327274527212,7889.682227940056,6832.720388821309,7117.302600589826,4.696470018563633,0.0891808737863134,0.0422592681428783,0.0468346324743373,0.3126461486758364,7224.681412181427,6357.960490714155,4.626862965424371,0.0175013684821316,4350.008097945552,7618.93142871014,3416.895612568604,3842.1208527726953
853,10155.435192438676,7678.663929138721,8704.585863224087,8044.581984294425,1825.105821901206,4.903372063625473,0.1399200766745919,0.4142593431652341,10642.6435731771,6582.611381480951,7194.846473506242,11207.63379587366,4.964386026222643,0.1075176270658326,0.054190882377032,0.0963555420098247,0.4377626832345063,8117.105667652455,9153.818545284325,5.053872292940141,0.1082037947412069,7928.368680629417,7037.914966256368,5627.018269900527,2889.6662156123843
854,10315.110606207045,8122.990547394447,4141.26075319891,9152.132703972738,4934.094002337056,5.12438254516862,0.0855011062119588,0.4083258450248302,14589.9187974098,11517.006901905648,5172.204841358843,12899.167759759324,4.983954128803584,0.094471644341585,0.0745278738858677,0.0567474477766778,0.4156249174159551,12224.847111069976,9632.66680172869,5.03474832514481,0.0624086623520006,17571.701081055504,14538.56530849554,8417.539359381137,2740.056712280645
855,20679.74599834119,12587.269465439991,7394.902746054341,3944.870998409298,4310.648937808387,4.845378387178772,0.1497478622393664,0.2153519976443441,16244.642496116834,12687.217498959271,8088.855558791874,7103.543493069596,5.004291485275044,0.086952627331681,0.1276246481702975,0.0806590125335735,0.2943963078552097,11801.851757039069,6384.932214658782,5.047902841865155,0.1210368697727439,11821.549142707434,11749.26026330672,3487.883356608136,2892.0919800407864
856,10254.97918633722,10866.765394212332,4678.933075683563,8286.354681610841,4487.446075559656,5.116902688503017,0.0536031057774435,0.4974582576915625,13561.68448126314,7003.541788125216,4533.004017283337,11272.597185963865,5.044307159579384,0.069008393631876,0.0305113872576823,0.0603942106162383,0.5148950553630133,13791.0777129909,8589.041244783026,4.994867028618439,0.0462029442348938,8584.42637483619,6529.738530223578,5264.624623652579,3477.2702598441474
857,6847.510412087533,12090.500457424394,5433.681723907125,5726.447694974388,3093.449080872473,4.855586163193458,0.0750978663773152,0.3968442872458015,10999.270280207082,18175.928563902387,8265.104048329178,9215.330997019742,4.63149056048095,0.0611330020986524,0.2596477061052418,0.0716155942389049,0.4802970734297683,8425.911209017344,7361.221180885147,4.713091149614817,0.0506693410580933,4049.246362182285,11273.81179620426,4336.473945268169,3245.3982887556945
858,11879.87936040613,5548.204347076928,3874.971517732944,5704.39955951559,3697.652349849389,4.5470497059378125,0.1757134477084951,0.3604390520034263,20418.008093528988,5142.382337732073,4975.364755199564,10040.608233519528,4.723286840375295,0.1709312686189406,0.0504850663563628,0.0507501408693185,0.3887449949686796,20476.95842612311,9589.326582366795,4.600694733098695,0.2001756022465482,12162.528039625542,2042.2456008447327,4261.728805780077,2336.524508849561
859,9570.146800783325,11305.343214524552,3529.941042581618,8265.760769446166,2526.9410492417906,4.841013437053444,0.0517738479613279,0.6137683218564997,14258.827276752463,10354.237905097889,4299.105711118334,9668.13024565859,4.856371324669984,0.0896649539323627,0.095045200805787,0.0545648148344376,0.5339156208618714,14056.711117382238,8114.140915566134,4.839495557613793,0.1322073321737679,6873.609960569683,12460.811396402923,4744.492556667902,1992.614587774672
860,11768.700323080086,13615.45287103076,9550.885471307382,5814.02192076431,2497.876076567432,4.81286160646459,0.0897211024578258,0.3973066711311858,14804.19730825203,20653.45161519205,8967.949082527224,9982.336646730284,4.995592113704164,0.0659440920958769,0.1098672933181975,0.071504354297444,0.5231300425923552,9683.79704687454,8038.935779096717,5.080844942075955,0.0767017048893913,8861.413303469433,10095.119111938098,9274.607723087527,2737.535287409876
861,7511.413750607541,11202.43115889963,6083.780833612745,4181.253436798865,2490.7947804358464,4.992879507110164,0.10818624041878,0.315075940842219,13294.75019819608,6364.749321249645,8350.246597228854,6425.513264672056,4.778012338269012,0.1039061328731236,0.0656798707458477,0.245663667612093,0.4672482896607905,10645.467639834842,5940.158483393641,4.715381832739576,0.0885013323857455,4962.81192321972,6209.228674927837,9875.16478465565,1874.7513475716887
862,15695.203390064024,11619.970844037683,6330.317809141877,7499.512570782648,2781.4464668945493,4.817895334124801,0.1148692569757507,0.4786632589702126,16849.95785586529,7917.617559534514,5444.525769680738,9523.006814888886,4.812338492883295,0.164340251033618,0.1005685688434193,0.0641265541653788,0.4110279752944301,15564.447844866962,7287.13009284144,4.90244742710209,0.182120530086327,12725.374842596178,5623.620808440183,4716.651983255836,2379.1317438837864
863,14460.899066936676,3772.860735842654,12555.89147695339,5599.025086697762,3216.341365460404,4.71899709487024,0.1775470422819479,0.304988807460987,17537.862049714033,9752.575001821857,12569.103122870654,7857.804247920106,4.883325557798987,0.1472292107695628,0.0912662452033127,0.1562420737560898,0.2640296022453537,15227.222945151563,7678.275809984897,4.871171886487257,0.1532953246080991,9972.17042224288,4291.515007013838,5709.109365319754,2531.168594525859
864,7785.394309756824,8485.498153847748,6024.008726865538,5099.632598230515,2662.536934050499,4.764204741480565,0.1348055000970124,0.2726523610980774,15855.34434026552,13557.34396175867,6959.27514836056,7795.089116216435,4.613533800667607,0.1531179485507282,0.0857205621499587,0.0605733446047905,0.3340109190505442,9979.180291728084,8704.324358169437,4.6879925269975065,0.0610049783044098,4781.2499323739385,5183.3697879692345,6472.258257463043,2171.554451242944
865,20613.38604673072,7348.763563174056,3690.783934523296,4685.168518624426,2679.8234020474874,4.940512041821903,0.1957057700692373,0.3080185344256261,24316.207134503707,10144.68485166805,3690.0061590088167,8215.063662028631,4.970701789473424,0.1755856018233353,0.147352427060989,0.094749355315447,0.3570369794486774,21117.420584116684,8258.309975928742,4.831752541365642,0.1716097763552937,18138.279513772675,3731.3995123621767,1284.196952724665,2211.2320042436213
866,11645.112724799124,13176.25068304415,3545.708306851466,5645.603106886532,3867.7570550166,4.967059508694252,0.0914655945952354,0.4138467414918415,11632.661133805725,12461.220287608194,4469.96511658032,8587.685989213376,5.094156724895646,0.0524698244721891,0.1550230970981987,0.0450592812688838,0.4589166999633439,8862.396008332482,7934.076686238442,5.021478512923345,0.0490692893660051,5541.823549515087,10440.190033634874,2475.6363840004583,2733.581400795208
867,5840.4423012357865,11433.863307896969,7888.527883687402,6115.797411902972,4346.240643168009,5.016305576382582,0.0672215340182129,0.4178238087549631,6686.84975336485,9544.292996463651,6455.760089161818,9299.352457299285,5.1085401855356,0.0338431837843224,0.121349526597595,0.0776756277363598,0.3998213555374335,5191.703028690794,8108.107538624165,5.136610001924807,0.0445157422648088,6210.742710215053,7594.9377963162,6129.641284006025,3835.644970890745
868,11224.2602819267,10376.797182178292,5200.834272089833,4592.852762002646,4472.511082027513,4.888556653537857,0.1358765754192587,0.2549988749062404,9766.788915289606,12851.985092166968,6671.369651506924,6207.711856420987,4.91394465665775,0.0832033173997584,0.1523758934944475,0.0973009434205285,0.3249696889551701,5465.058762944119,6070.041584014777,4.9981431449233735,0.0597849727789888,7668.342536409092,7195.408048642988,6332.7503447805575,3575.715421337816
869,11927.856789988962,8906.494554300445,5069.810697174999,5305.51193065634,3324.8386590505847,4.807878333973769,0.1669459866393665,0.3442472883803061,11325.962892652551,8525.35963035956,6864.796785369887,8237.839843195865,4.917874144509463,0.1160647953712588,0.0721166007313796,0.0675321781874479,0.4165797545727366,6819.003044956657,5703.466233122266,4.999914474427163,0.0565023563100492,7862.416033701309,7439.483012266339,2809.02482934299,2762.429777470268
870,7738.252778366842,8960.962600737716,5494.595699032154,8483.905863928701,3684.506226909387,4.832123828121327,0.0549331963761161,0.3677341042356684,8077.214072834399,15250.747743339169,6055.421971104231,9310.028900214147,4.837049468729322,0.0739875528802063,0.1349023401463117,0.0504052085751491,0.3633558819141899,7257.509812056658,8286.519446629783,4.751796227518688,0.0836121355264926,5604.018245773976,9774.786057327448,4201.662538695979,2811.0250725259525
871,7387.931574672267,6800.989514151719,7618.9634575912305,5674.723117915465,3284.6766558787467,4.955337540572272,0.1113142063456628,0.3295025314130461,7568.009767842414,9279.590601803748,10981.984182176324,8264.590888664317,4.766610579060671,0.032610890735191,0.1090861960374947,0.1430333588137473,0.2756556689374405,10367.629824951062,8162.082710513208,4.738935713177137,0.0704441570431376,7251.813662114422,5227.08315818597,7036.234937688711,1991.467931394008
872,7872.406448299331,13023.640820858767,5796.586215936535,4865.912511337908,3558.0157890510886,4.981494822709668,0.0793673569562552,0.4549444547750297,10819.79722241151,15234.641130199574,6691.705304154407,6598.172906315295,4.951574427989652,0.1220515455958481,0.1690870382622863,0.0402527927644964,0.4541655242867218,14149.25378676695,5640.686563793581,4.967966745794026,0.171249027143024,7622.4175726047315,8605.370229552873,6132.912686681781,3124.3307878973487
873,17701.484842616243,5738.767662459819,6846.427940289457,6765.099968970657,3291.342958449837,4.80677268551464,0.2396695434216924,0.3375003989802442,22699.558898743893,10111.560541125027,7005.712438547256,10280.773445562212,4.758630176559473,0.2309533154858737,0.1064890967068272,0.0539988505593515,0.3590622996297793,20492.956901963644,9745.046426759924,4.722864232864417,0.2375304202798123,10765.506913067768,4271.573304437092,4031.65463978249,2465.3262935299763
874,14927.252571954064,3459.190925286201,4311.223181814889,5670.095886329375,3941.353872439991,4.57089381997249,0.0810325768719058,0.4864734958238874,10000.742029888052,9625.313665561283,5258.013771951924,9680.86627360119,4.535333495338017,0.0550040794974566,0.0262699226909557,0.0453934480174341,0.5949357054535018,7413.378944523914,9991.193237847923,4.516726355633677,0.0534305766584717,6725.209305613363,4201.541537799486,3326.3241225200813,2459.817413191339
875,52803.01988202667,41453.54338792144,15721.50922055632,7174.751342792046,4833.246880422283,4.5297485108533735,0.3595797811990939,0.1692423910883254,92431.52684916802,58454.62659054515,14699.18699279782,6912.388768111517,4.095163875661861,0.4708263740657707,0.1731848656355865,0.0749730899194291,0.1200220186566512,76163.2410761211,5940.069849080401,4.429211424902509,0.397197850697308,17798.38116073811,26578.450183024343,7131.411595756054,3753.7559795927295
876,86138.17560170736,47972.76554031541,22820.23348656639,15230.644371462731,4482.025730754706,4.495170143177141,0.2710994502814797,0.328862175394243,115882.24437566871,55271.18659030312,19668.27236570445,13924.275595546424,4.371220888148678,0.3624702324974558,0.1632447057088082,0.1119826740618472,0.2688036683723356,97394.10162062032,13832.360261609929,4.435899497869834,0.3490631781253244,35274.05468871888,23878.26660727223,10883.669868554523,3217.1600318788555
877,58825.373914967735,45735.95506231605,31103.16352518862,16355.84557229308,4718.652597975793,4.864114779274381,0.2292369375519647,0.3224610332670574,93986.74982732483,61595.32380871476,30979.04081015033,15992.79394010996,4.779326703297239,0.2345660878898655,0.192971983153272,0.0833882426470046,0.2956852821747072,75796.50685817422,13520.825884002445,4.719443303449798,0.2035197289024982,15872.61320615512,23240.05672445756,12805.646811106328,4576.720505692973
878,43909.682951708346,47069.10615553639,29998.5390615129,12195.02762905843,5781.329077903608,4.684115948055531,0.2117903322213753,0.2832412846465827,52631.49189706172,71420.71768854928,33394.26253768194,12355.31930290794,4.703384403838667,0.2360814686011404,0.1372903405366204,0.1610101782107249,0.2262690420418264,44230.24605837038,9867.275651105449,4.706916411487139,0.2316287882898996,24438.34520139616,22385.79339715379,13678.180295973429,3399.818887180408
879,52479.53265456781,16413.611035780854,7991.478854983423,9155.475604761044,3729.575627633704,4.389138906046563,0.4179078812555452,0.2501107036931311,42691.67741934828,32672.896871495883,7703.658077164008,11341.968279591949,4.383608795513478,0.207827416048853,0.3303344839715647,0.0549846303835182,0.268120677151652,36354.95042061738,10727.592498962904,4.378704242079681,0.1237018066823326,24796.43259061227,10035.987346968988,10348.722240498157,3075.832667869096
880,27869.96900935122,42285.58376193055,15341.135713514634,10580.699293492347,3037.3078352398907,4.67080780812312,0.0683555037743625,0.435268093658933,34669.59583642443,22736.71694096931,13572.526903497584,9715.241984697595,4.808196916391253,0.2629359050341607,0.1522715083275362,0.1264034947597906,0.3651134783454185,34870.8205165691,9886.761295102506,4.754946282273385,0.2711040189665954,10625.69427084312,7738.786004585389,11827.910658879182,1841.0427750357524
881,29026.117891664064,49734.08302838642,27326.20380669027,11094.630005255,3564.0880023430177,4.827740729515725,0.0821607429871349,0.4069908249688177,44046.29250601245,56750.27964357445,18782.560946902788,11305.299941513564,4.924102308630345,0.1467621819031278,0.2410207446105639,0.0937759609330428,0.3731316855550931,43455.14309768467,9270.16435721534,4.797589925748762,0.1357352597864774,14722.214296257443,19175.12535996774,17195.138462317886,3130.1373749357604
882,22984.59308768944,41619.78978153157,15401.11415365943,12753.294151718344,4969.311358306092,4.531402615259194,0.1106015234300359,0.3549384344981001,52890.592048081,33120.3071415194,16237.403969830426,11056.710171299235,4.637856007705289,0.1156281253315913,0.2710853921944816,0.0619871680336858,0.3580875464690335,46072.23521691003,9947.922449076324,4.616478255919468,0.1124090654601666,9523.24034613953,18238.088036640245,7061.231816763076,3699.6212144386695
883,52309.10076907927,21381.54876225692,24300.13597492673,14208.265932189386,3113.513967095738,4.6008767647713045,0.3070732835056804,0.2460694594372745,79616.03673326684,26645.971400708622,18539.18843267787,13672.9141066208,4.326711085132034,0.4145560052611732,0.1585107879832148,0.0580317487376212,0.2014904497965365,68450.47657139116,12398.188505381271,4.260910730533421,0.4209129612525054,21400.95925351556,15824.652542052014,7669.72112208395,2025.1825032270688
884,28684.0361006128,47254.0626651584,38487.392017105725,14157.412265981397,3000.5424762550365,4.677083116821019,0.1010905539360249,0.2029190203533767,65789.65664632153,36943.76531902854,24183.85527051236,14993.909484911255,4.771514182511352,0.2088148764198772,0.1604376550303281,0.2271589935644683,0.1997487602344547,65339.41326058458,13346.753226132523,4.665696831517476,0.231804681551002,17473.741007814213,17945.601999608312,20592.719424698167,1783.4605358575443
885,55678.47966423427,18888.7074137625,11999.579539795572,9606.001346603529,2700.012342200683,4.37141323842392,0.35139165885169,0.2612838003501438,46999.50386588219,14708.739811524789,10070.317167865727,10298.91359159145,4.839584624388546,0.1628256680860753,0.2161886400171402,0.0926029080775578,0.3660054317410981,35800.81146646491,9234.258043320178,4.834838640936794,0.161235855428051,10127.196930320104,11561.117032367152,9633.2979605501,1603.2717765966029
886,48471.02493879724,31223.759299095364,15417.078517446696,9012.64545525399,3313.027243328101,4.4685024445624,0.2147782632510449,0.2052128089405087,58328.76015408732,38728.82434950852,16268.96635336883,6491.23477349208,4.238889038437158,0.2499778992777518,0.3976131056785521,0.1037217204304183,0.139007434042774,45877.89039823869,5753.860896739951,4.253761199509332,0.2353036453845642,17815.62645223663,19619.436370980337,8554.610372062225,2559.308010658867
887,41123.93614462068,42812.4415493608,29969.222619396136,12527.79863118339,4566.649207729068,4.626970844802408,0.1526262976367535,0.1466746327976851,64775.064542987406,62515.0913583221,32313.01083541688,11386.247209889816,4.351888399968625,0.1815518703308097,0.3708171690832518,0.1857269999246746,0.1217121648486663,54790.43007365429,10602.336024225811,4.409430627240769,0.1718467809721697,19751.0356090579,18555.081922115176,12693.637282709193,3738.2756623712585
888,47414.7077993978,12145.109436325662,19980.03756052545,17860.008956306163,3011.105602266085,4.738205509833518,0.218363736211759,0.5178599785535706,48654.83752443515,11773.56086583358,17234.9148931975,11708.876052505371,4.684107514480001,0.3217075690346094,0.0869085481820336,0.1053912596388693,0.4018995843028808,41310.31340814919,12855.345998030478,4.804314890557637,0.2629654113684302,17286.02797651535,7033.533372108317,7368.266684393719,3054.361045746051
889,40930.92351990154,35117.61895625842,23869.780509014858,10128.043489956624,2466.0498811063326,4.313506123545405,0.1638137249629127,0.2041717808656272,52287.79037954652,63938.33919445718,22307.92649659299,8438.748716686905,3.983902611672619,0.1794417431095124,0.4630722361464854,0.1584371555814953,0.116153165846141,40811.380644017205,7958.91684559962,4.069351171116435,0.1701163921305163,12603.753207456648,25205.121175339784,9833.92506110652,2603.4402114015866
890,34176.39041649341,51221.39531051787,13649.914613568448,13150.761330650324,3124.9115712336634,4.400749338047689,0.1831268451855894,0.2787410705681243,30956.749861132696,52648.45383290199,24565.4086690188,11030.664840637432,4.44784285080285,0.1442623760221894,0.2767021300892673,0.2160151505696764,0.2516091793128528,27900.0741253628,10325.113041940367,4.567933322798338,0.1281022011395474,13780.582430385708,17366.02886361298,10792.99863865244,2438.2439428195053
891,92140.48762095836,54665.13227838259,21983.74031194074,13168.6819992382,7187.401044562509,4.39139712322738,0.253893556821722,0.1931146819984239,118520.18647129407,84040.18245197719,32631.50642418743,17745.05781182247,4.452618097651806,0.2392078244785345,0.2729099679663967,0.0981336763016205,0.2199614449865151,99995.5515911959,16094.70088941147,4.64683026672027,0.2432360925593835,39425.45056532959,16946.15934991694,8389.473254100018,5573.28878615791
892,50697.69103099772,16065.307796688354,24498.1845552246,12852.669107132857,4716.77123980432,4.863125758730404,0.1115307828149871,0.3424161108310847,55908.831149807,18426.734243582607,25688.98470691293,16287.482461451078,5.007331550376275,0.0369486341213674,0.0510256292341415,0.2300981429348712,0.395516797720521,44888.7286890502,14447.553430164866,5.068827997995956,0.0427025814039641,22797.066085090904,3834.9928169525474,10826.728693739977,4481.719109163283
893,86274.98826316428,47959.794832121246,22805.7974154906,17467.754910046526,3852.3204475035513,4.443325123666586,0.3793509150095994,0.2103847901991085,123218.9234644054,69187.52505333957,35936.53120281055,25049.08384813377,4.312824611118987,0.3974184956384953,0.217767814838151,0.1135548974282432,0.1916875484557615,106770.90871976432,23358.42206204718,4.390152408017177,0.3704753607532217,35858.504121386315,22281.64175760468,12026.748881500069,4381.150132492635
894,63010.61159764871,38164.602983526784,27246.45985298634,14734.912651496574,3395.95464020242,4.768588730090359,0.191332341160573,0.1982538653329605,77601.56777368336,41104.25179833754,19410.60593093468,17411.314693370252,4.72170127074627,0.296240384840813,0.1169614701895234,0.0985707413401852,0.2705672438033252,64053.81477302917,15223.617230280011,4.813062921581949,0.2433490027305044,24252.692390779703,15634.128703501145,11889.97079623617,3365.4395943232166
895,59822.82138233511,66892.95604914006,31381.27655878913,13773.486195543042,3555.1610281162248,4.4774817016381325,0.3104378938926013,0.299997715510979,103551.05542009982,69121.51331434604,30844.457383813275,16620.218222787506,4.557771627838213,0.3023809210459047,0.2105417316479982,0.1349016594639051,0.2616882208657207,103104.1249523464,13519.42672722117,4.529453407076093,0.2750624669779243,33302.59773200865,30655.452889514032,7884.084774784739,4202.63068310829
896,78983.85161108375,46454.246259325584,30612.661280689863,12251.45327601685,5211.907110042192,4.688177906372254,0.3042444021086701,0.296392586715819,116770.37280732294,65208.84662857327,42454.15050646984,11214.364252043795,4.539461825919487,0.3623591401163317,0.1268261801661254,0.1248324548021431,0.2757663988386527,93644.52737315284,11204.869976995387,4.60573479585103,0.3482654684898313,25276.024352123222,8275.335027744088,13518.71025460313,5424.256140892389
897,53770.99726885736,45022.435598626245,13521.813793287576,10201.456442144474,2413.771132454316,4.743911343467584,0.1995728770606475,0.3142900287881885,90911.15512657892,38730.50939460907,18985.895367320703,13621.565675801408,4.460488099893111,0.3387068100355088,0.1178234531682748,0.0831530906072506,0.2857496113262204,91063.21720102186,10928.69745617506,4.298305634965173,0.3700902872503976,25609.438029138,19085.6182557208,13040.624519075742,1648.261231364492
898,60537.46099594272,47185.339148178624,18417.021854611045,13305.716027169054,3457.6573825598693,4.795391148287134,0.1687920861580559,0.3383848188078657,92891.39753304784,44320.211895590655,16686.369832108296,16053.463233287206,4.870217246768497,0.2652912557937725,0.0976737559941852,0.0935577901209372,0.3749226923647747,81923.09594411831,14032.178649587982,4.869659041521671,0.2816177224607593,29865.844123009123,13890.484641660729,9243.97172031367,2492.9177087089447
899,43523.41932550688,57442.8174180185,14231.492378354504,9200.841714752336,3000.183502202772,4.1585838410009455,0.1187312642263902,0.1159579459992574,127514.92965631226,26623.113101218143,26136.60533193344,13693.514376008588,4.343890080196652,0.1629406655216783,0.1317875199848092,0.1385930926190144,0.1877272246083853,124867.07108538089,11950.61913446894,3.963444828306693,0.2490341412851225,31411.45770597573,8936.824896744645,5404.411414061021,1294.03972177659
900,37758.296410505725,35142.33255254626,10706.850738061396,11066.2529913697,4592.848062985374,4.79847419652666,0.2031424431200943,0.2663673856420458,50633.05929906372,35945.611567955595,10812.53263822278,12210.20044074132,4.6715230064248425,0.3406676810421906,0.1290948122035355,0.0806358071003007,0.283867670400351,46109.78055405792,11321.96011543774,4.706009226304537,0.315464785681492,17319.88859404024,18979.675951913618,9728.01103228825,4700.574846896298
901,44903.4777377327,25375.18974600359,13592.82313193076,10035.712844388943,4325.860185777772,4.60480707926864,0.3119147913518511,0.2421115080041868,54778.51875590012,52652.66022951187,18914.20304277117,11581.4825568139,4.7680365850813216,0.247861731362263,0.1604592937598808,0.0880629788705545,0.2453611434757029,50964.23977362871,12319.70509634136,4.791860175152284,0.2201541245099071,19767.181676664302,14651.146275392704,8583.874688603977,4750.260390012669
902,45940.64966503942,15677.748049117085,16185.470259710544,17344.660158993072,3919.7693712514574,4.558703018631443,0.3246242309144987,0.3400137285735544,69988.86903988363,24409.094483617988,20014.706544346354,20699.30703279219,4.589956512928499,0.3393955197765751,0.1548518573588733,0.1116302168678602,0.2656267870775553,62975.93328899718,18628.40237320456,4.686377734981249,0.3115953975884893,17722.158120158885,6608.981996746273,12682.063624629502,3968.960925408503
903,21731.89727764164,38440.14058903556,17606.487827940364,16190.705619520751,4567.652548293001,4.854311852694842,0.0796741579087222,0.4283369474140505,36223.683081857016,52047.416278551376,18309.363857094857,23868.177243371247,4.668834303317492,0.0915432506448964,0.1513213893183862,0.0698999757108099,0.5094259153556343,32422.646406591768,25035.52519993165,4.6418485148498165,0.0884968722935996,11293.259140011936,18425.584873198422,10875.859518163148,3764.807106949784
904,57944.66451431933,28986.27762169081,18497.634776702125,9176.40274733888,3153.937193830227,4.72926747839766,0.2702764187196572,0.3647864830290424,56942.44870327843,35972.11051307617,22917.312483964008,10708.89692294834,4.88578803830667,0.1485185255220064,0.1595602229073419,0.0853809207885923,0.4058998618331849,55168.11973995912,10567.252504019378,4.8565783739048,0.1379229890281314,24600.13491436026,20576.55728874993,13245.787240701196,2445.7578389324253
905,37706.3982126182,23402.50845760036,10951.029193427792,12247.357468455906,3787.876941874448,4.671798713595014,0.2549931861450167,0.2843201940932203,58947.97820063605,34449.35921348397,15496.765728101038,14764.805119839317,4.60128010278726,0.3090411179910169,0.1559365561398814,0.1256282016566809,0.2626121390329539,53341.79103781317,16423.271405542717,4.697394868339225,0.290036553588275,18691.034620428785,11627.486854525394,5658.640038780458,3306.421334162891
906,36590.31539427993,20190.72174567335,11942.97439062299,8629.901276476194,5181.484515271463,4.6360876782637535,0.3076102293652329,0.2653296338988987,80984.88471290313,19715.0612133972,15228.88530127745,6954.720387822131,4.361271195509856,0.3916025036913645,0.1646924754956912,0.0660225063866033,0.1602740245003479,84918.01282349334,7342.874910037474,4.373335785819361,0.3802182620979679,30534.184981280872,10728.38620068746,9196.068370843695,3683.984385363727
907,50332.36810236075,25264.37070260847,12335.404408657718,14072.28267661209,3451.0374257925982,4.63406559784098,0.2728106053825881,0.3684929202053632,47919.05147339299,36963.304896553775,15739.14582745578,16436.385972039447,4.667309300161693,0.2059361807649179,0.3151288447928626,0.0441066920233828,0.3439052436923803,52199.01120112016,14956.423965247355,4.690414256675615,0.2124884170496369,21298.32261470348,16011.768197640977,6796.42670605199,3252.088043390863
908,20609.97351083609,29844.668513217715,19968.46079383792,9787.653377126033,3466.210813226473,4.5798021660657176,0.0973402091198941,0.2831375034035704,27257.990482503727,17952.228885186254,27389.398457965963,12442.30753681663,4.799280566413487,0.1731483998769266,0.1188135828977522,0.2481775374766606,0.3201078547583736,25149.931062432035,12937.891708668372,4.867655620164921,0.1660994039004967,12995.948880820724,13483.833179214573,12318.226179321937,3827.7854052897046
909,41018.81503403964,23416.31847958957,19256.452762552504,9633.086370865509,2224.112799027597,4.470172503523474,0.3164811249358503,0.3223332786829598,56080.43201847968,37374.28573382304,22910.46055159015,12481.542103097025,4.523267797297189,0.3499392205181222,0.1350016064366154,0.1075626548809301,0.323094977147205,49632.39902655471,12504.697182789,4.567543070486611,0.3181945461466496,21061.91472381096,17481.93039429439,9969.373899254177,2217.4071091306164
910,34698.965063525335,38275.41880971635,9657.251319041414,14162.329021392166,4133.292585642899,4.765255308105271,0.0678155969803741,0.3996453637288558,43984.481829204,41901.22265560333,13937.048152745703,19529.743877280845,4.73462342852154,0.0756038756142068,0.3087990102637601,0.0285683688095423,0.4748606929863767,39967.103754091295,18771.47584609,4.561654081932317,0.0831043672356516,15991.982683095146,21202.98837012471,5958.160383213598,3329.7387856587584
911,52674.16910649672,28906.454608141987,16665.941097675455,11347.358006844222,3793.337072915287,4.607677802916089,0.2398212972743122,0.3758162705027676,59080.63952373508,17667.62733032122,10953.694538590413,15195.34079310349,4.483881303179299,0.2613446690829381,0.0602765410841745,0.0930546394861924,0.4492408907753987,53285.44425344928,14817.450188772296,4.445319678961197,0.2709911787504713,26047.59624172868,17773.433393640975,11466.68265795104,3176.789206026931
912,23202.651558158803,36793.56237944811,12923.928690325354,11077.94172750693,2525.969008504728,5.007012512838886,0.1174733691987883,0.5043897403883114,35845.108073841235,56637.029337968175,15193.78867435087,11560.148592254443,4.819635597633245,0.1680474931569107,0.2544491125674831,0.0751580206341425,0.3717523489674878,33249.86153072557,12339.98169466722,4.773888707601189,0.1299350871818602,18766.434846201744,27837.25502181664,7892.774857170104,2774.148961942956
